permno,ym,recom,recom_lag,lag_time
429.0,May 2006,0,1.0,1
600432.0,May 2006,0,0.0,1
600428.0,May 2006,0,0.0,1
600452.0,May 2006,0,0.0,1
600449.0,May 2006,0,0.0,1
600426.0,May 2006,0,0.0,1
600448.0,May 2006,0,0.0,1
600446.0,May 2006,0,0.0,1
600444.0,May 2006,0,0.0,1
600439.0,May 2006,0,0.0,1
600433.0,May 2006,0,0.0,1
488.0,May 2007,0,16.0,1
507.0,May 2007,0,16.0,1
532.0,May 2007,0,16.0,1
572.0,May 2007,0,15.0,1
531.0,May 2007,0,15.0,1
151.0,May 2007,0,15.0,1
546.0,May 2007,0,15.0,1
419.0,May 2007,0,11.0,1
46.0,May 2007,0,6.0,1
503.0,May 2007,0,5.0,1
564.0,May 2007,0,1.0,1
4.0,May 2007,0,1.0,1
510.0,May 2007,0,1.0,1
48.0,May 2007,1,1.0,1
524.0,May 2007,0,1.0,1
600379.0,May 2007,0,0.0,1
600372.0,May 2007,0,0.0,1
600460.0,May 2007,0,0.0,1
600459.0,May 2007,0,0.0,1
600458.0,May 2007,0,0.0,1
50.0,May 2008,7,39.0,1
68.0,May 2008,11,37.0,1
1.0,May 2008,20,31.0,1
507.0,May 2008,0,27.0,1
551.0,May 2008,8,23.0,1
630.0,May 2008,6,20.0,1
503.0,May 2008,2,18.0,1
16.0,May 2008,6,18.0,1
584.0,May 2008,13,18.0,1
2.0,May 2008,3,17.0,1
607.0,May 2008,48,17.0,1
502.0,May 2008,46,16.0,1
632.0,May 2008,1,16.0,1
58.0,May 2008,7,16.0,1
19.0,May 2008,5,16.0,1
600.0,May 2008,21,14.0,1
657.0,May 2008,1,14.0,1
665.0,May 2008,0,14.0,1
543.0,May 2008,7,14.0,1
576.0,May 2008,0,13.0,1
19.0,May 2009,8,32.0,1
58.0,May 2009,12,29.0,1
1.0,May 2009,13,28.0,1
89.0,May 2009,0,21.0,1
532.0,May 2009,9,18.0,1
507.0,May 2009,1,17.0,1
547.0,May 2009,0,17.0,1
632.0,May 2009,1,15.0,1
708.0,May 2009,0,14.0,1
543.0,May 2009,1,14.0,1
420.0,May 2009,0,14.0,1
2.0,May 2009,17,13.0,1
68.0,May 2009,1,13.0,1
158.0,May 2009,0,12.0,1
559.0,May 2009,0,12.0,1
16.0,May 2009,16,11.0,1
12.0,May 2009,8,11.0,1
23.0,May 2009,2,11.0,1
510.0,May 2009,0,11.0,1
426.0,May 2009,0,11.0,1
2328.0,May 2010,11,146.0,1
2311.0,May 2010,12,132.0,1
2314.0,May 2010,6,80.0,1
2383.0,May 2010,1,77.0,1
782.0,May 2010,51,77.0,1
19.0,May 2010,10,58.0,1
2324.0,May 2010,4,52.0,1
1.0,May 2010,47,50.0,1
2348.0,May 2010,1,48.0,1
50.0,May 2010,1,48.0,1
2323.0,May 2010,1,44.0,1
2297.0,May 2010,0,41.0,1
777.0,May 2010,16,40.0,1
510.0,May 2010,1,38.0,1
426.0,May 2010,0,36.0,1
2320.0,May 2010,0,35.0,1
665.0,May 2010,12,31.0,1
2310.0,May 2010,37,30.0,1
2332.0,May 2010,14,30.0,1
584.0,May 2010,17,29.0,1
2328.0,May 2011,0,112.0,1
1.0,May 2011,11,80.0,1
2343.0,May 2011,1,74.0,1
2333.0,May 2011,37,72.0,1
2383.0,May 2011,12,61.0,1
2297.0,May 2011,3,56.0,1
932.0,May 2011,1,47.0,1
507.0,May 2011,15,45.0,1
2536.0,May 2011,0,44.0,1
2311.0,May 2011,38,41.0,1
2324.0,May 2011,38,40.0,1
50.0,May 2011,3,39.0,1
2306.0,May 2011,7,38.0,1
2310.0,May 2011,0,38.0,1
48.0,May 2011,33,37.0,1
502.0,May 2011,22,37.0,1
2323.0,May 2011,8,35.0,1
632.0,May 2011,0,35.0,1
2320.0,May 2011,0,35.0,1
720.0,May 2011,1,33.0,1
2417.0,May 2012,36,98.0,1
2532.0,May 2012,18,87.0,1
507.0,May 2012,0,83.0,1
23.0,May 2012,30,79.0,1
2332.0,May 2012,17,75.0,1
2626.0,May 2012,1,67.0,1
2663.0,May 2012,34,65.0,1
2567.0,May 2012,32,59.0,1
632.0,May 2012,0,56.0,1
915.0,May 2012,30,56.0,1
875.0,May 2012,0,55.0,1
729.0,May 2012,0,54.0,1
2333.0,May 2012,20,51.0,1
886.0,May 2012,0,49.0,1
419.0,May 2012,1,48.0,1
795.0,May 2012,32,48.0,1
701.0,May 2012,31,48.0,1
953.0,May 2012,0,47.0,1
50.0,May 2012,22,47.0,1
519.0,May 2012,2,46.0,1
2427.0,May 2013,30,128.0,1
89.0,May 2013,46,120.0,1
2343.0,May 2013,14,116.0,1
2532.0,May 2013,43,114.0,1
158.0,May 2013,0,111.0,1
516.0,May 2013,89,96.0,1
2311.0,May 2013,12,94.0,1
701.0,May 2013,30,93.0,1
822.0,May 2013,16,82.0,1
2366.0,May 2013,28,78.0,1
620.0,May 2013,10,70.0,1
900.0,May 2013,29,68.0,1
2626.0,May 2013,30,67.0,1
722.0,May 2013,2,66.0,1
2578.0,May 2013,2,63.0,1
969.0,May 2013,0,60.0,1
19.0,May 2013,15,60.0,1
2348.0,May 2013,28,60.0,1
23.0,May 2013,29,60.0,1
415.0,May 2013,1,58.0,1
2663.0,May 2014,86,240.0,1
2532.0,May 2014,93,223.0,1
2654.0,May 2014,123,210.0,1
516.0,May 2014,113,207.0,1
701.0,May 2014,84,189.0,1
23.0,May 2014,83,186.0,1
697.0,May 2014,153,170.0,1
2717.0,May 2014,87,156.0,1
915.0,May 2014,62,150.0,1
2590.0,May 2014,131,122.0,1
822.0,May 2014,1,122.0,1
2415.0,May 2014,34,120.0,1
795.0,May 2014,66,108.0,1
2361.0,May 2014,64,107.0,1
2462.0,May 2014,91,104.0,1
1696.0,May 2014,65,100.0,1
2723.0,May 2014,53,96.0,1
507.0,May 2014,32,95.0,1
2332.0,May 2014,23,93.0,1
89.0,May 2014,2,90.0,1
701.0,May 2015,152,168.0,1
728.0,May 2015,11,142.0,1
2314.0,May 2015,67,124.0,1
722.0,May 2015,16,101.0,1
2332.0,May 2015,16,96.0,1
2533.0,May 2015,11,94.0,1
2590.0,May 2015,0,90.0,1
2.0,May 2015,62,87.0,1
2532.0,May 2015,30,85.0,1
795.0,May 2015,16,82.0,1
2383.0,May 2015,0,78.0,1
948.0,May 2015,21,77.0,1
2738.0,May 2015,26,75.0,1
932.0,May 2015,1,75.0,1
23.0,May 2015,16,74.0,1
885.0,May 2015,45,72.0,1
2726.0,May 2015,44,72.0,1
519.0,May 2015,3,69.0,1
922.0,May 2015,32,68.0,1
2639.0,May 2015,20,66.0,1
2726.0,May 2016,134,98.0,1
2532.0,May 2016,99,93.0,1
948.0,May 2016,0,90.0,1
788.0,May 2016,25,88.0,1
795.0,May 2016,52,85.0,1
2444.0,May 2016,0,83.0,1
701.0,May 2016,73,82.0,1
2332.0,May 2016,52,81.0,1
552.0,May 2016,25,76.0,1
2770.0,May 2016,53,75.0,1
2635.0,May 2016,2,69.0,1
2337.0,May 2016,0,68.0,1
586.0,May 2016,108,67.0,1
819.0,May 2016,17,66.0,1
938.0,May 2016,20,62.0,1
2455.0,May 2016,25,62.0,1
2644.0,May 2016,30,60.0,1
2791.0,May 2016,1,60.0,1
2415.0,May 2016,10,58.0,1
922.0,May 2016,29,57.0,1
2663.0,May 2017,21,116.0,1
2819.0,May 2017,40,103.0,1
2361.0,May 2017,0,73.0,1
2839.0,May 2017,46,72.0,1
2388.0,May 2017,12,68.0,1
701.0,May 2017,12,68.0,1
2738.0,May 2017,1,66.0,1
2532.0,May 2017,29,62.0,1
23.0,May 2017,0,59.0,1
800.0,May 2017,11,58.0,1
883.0,May 2017,1,56.0,1
50.0,May 2017,43,56.0,1
2726.0,May 2017,0,55.0,1
2338.0,May 2017,0,51.0,1
2695.0,May 2017,0,50.0,1
893.0,May 2017,1,48.0,1
409.0,May 2017,1,47.0,1
2756.0,May 2017,7,46.0,1
58.0,May 2017,2,45.0,1
795.0,May 2017,0,44.0,1
34.0,May 2018,0,23.0,1
2348.0,May 2018,1,19.0,1
989.0,May 2018,0,15.0,1
2325.0,May 2018,1,13.0,1
831.0,May 2018,0,12.0,1
505.0,May 2018,2,12.0,1
528.0,May 2018,3,11.0,1
938.0,May 2018,0,11.0,1
502.0,May 2018,5,11.0,1
2048.0,May 2018,0,11.0,1
2071.0,May 2018,0,11.0,1
2461.0,May 2018,4,10.0,1
2558.0,May 2018,4,10.0,1
1896.0,May 2018,0,10.0,1
788.0,May 2018,1,10.0,1
2892.0,May 2018,0,10.0,1
2575.0,May 2018,2,9.0,1
680.0,May 2018,1,9.0,1
2552.0,May 2018,0,8.0,1
2370.0,May 2018,1,8.0,1
50.0,Nov 2006,-1,15.0,1
26.0,Nov 2006,0,11.0,1
17.0,Nov 2006,1,8.0,1
421.0,Nov 2006,0,6.0,1
426.0,Nov 2006,-7,6.0,1
541.0,Nov 2006,0,5.0,1
511.0,Nov 2006,0,5.0,1
68.0,Nov 2006,0,2.0,1
423.0,Nov 2006,-4,2.0,1
58.0,Nov 2006,2,2.0,1
523.0,Nov 2006,0,2.0,1
510.0,Nov 2006,0,2.0,1
22.0,Nov 2006,0,2.0,1
48.0,Nov 2006,-3,1.0,1
34.0,Nov 2006,0,1.0,1
419.0,Nov 2006,0,1.0,1
530.0,Nov 2006,0,1.0,1
534.0,Nov 2006,0,1.0,1
59.0,Nov 2006,0,1.0,1
547.0,Nov 2006,0,1.0,1
532.0,Nov 2007,17,33.0,1
488.0,Nov 2007,16,32.0,1
572.0,Nov 2007,15,31.0,1
151.0,Nov 2007,0,30.0,1
531.0,Nov 2007,15,30.0,1
608.0,Nov 2007,15,30.0,1
546.0,Nov 2007,27,29.0,1
1.0,Nov 2007,0,29.0,1
420.0,Nov 2007,6,25.0,1
502.0,Nov 2007,0,22.0,1
50.0,Nov 2007,3,20.0,1
511.0,Nov 2007,3,19.0,1
2.0,Nov 2007,5,16.0,1
426.0,Nov 2007,5,14.0,1
19.0,Nov 2007,5,13.0,1
528.0,Nov 2007,0,11.0,1
602.0,Nov 2007,0,10.0,1
158.0,Nov 2007,-1,10.0,1
601.0,Nov 2007,6,8.0,1
630.0,Nov 2007,7,7.0,1
50.0,Nov 2008,21,63.0,1
1.0,Nov 2008,0,40.0,1
502.0,Nov 2008,1,34.0,1
680.0,Nov 2008,15,32.0,1
68.0,Nov 2008,0,31.0,1
600.0,Nov 2008,1,30.0,1
584.0,Nov 2008,5,30.0,1
551.0,Nov 2008,7,29.0,1
632.0,Nov 2008,1,28.0,1
708.0,Nov 2008,1,23.0,1
511.0,Nov 2008,5,19.0,1
19.0,Nov 2008,5,18.0,1
729.0,Nov 2008,1,18.0,1
630.0,Nov 2008,3,17.0,1
507.0,Nov 2008,0,16.0,1
58.0,Nov 2008,6,15.0,1
16.0,Nov 2008,0,15.0,1
516.0,Nov 2008,5,14.0,1
510.0,Nov 2008,0,13.0,1
2.0,Nov 2008,3,13.0,1
2.0,Nov 2009,14,37.0,1
1.0,Nov 2009,7,34.0,1
584.0,Nov 2009,13,32.0,1
58.0,Nov 2009,22,29.0,1
534.0,Nov 2009,15,28.0,1
507.0,Nov 2009,0,28.0,1
2297.0,Nov 2009,0,27.0,1
532.0,Nov 2009,12,26.0,1
523.0,Nov 2009,13,25.0,1
89.0,Nov 2009,2,24.0,1
158.0,Nov 2009,0,23.0,1
510.0,Nov 2009,12,23.0,1
10.0,Nov 2009,0,23.0,1
19.0,Nov 2009,15,23.0,1
680.0,Nov 2009,1,22.0,1
96.0,Nov 2009,1,22.0,1
716.0,Nov 2009,0,21.0,1
22.0,Nov 2009,0,20.0,1
543.0,Nov 2009,12,20.0,1
541.0,Nov 2009,0,20.0,1
2435.0,Nov 2010,0,60.0,1
426.0,Nov 2010,1,53.0,1
584.0,Nov 2010,0,48.0,1
2348.0,Nov 2010,1,48.0,1
2402.0,Nov 2010,1,46.0,1
2332.0,Nov 2010,2,43.0,1
2473.0,Nov 2010,0,41.0,1
932.0,Nov 2010,2,40.0,1
2455.0,Nov 2010,0,36.0,1
2415.0,Nov 2010,0,36.0,1
886.0,Nov 2010,8,35.0,1
89.0,Nov 2010,13,35.0,1
2297.0,Nov 2010,25,34.0,1
960.0,Nov 2010,11,34.0,1
1.0,Nov 2010,2,33.0,1
2383.0,Nov 2010,0,30.0,1
2394.0,Nov 2010,1,30.0,1
19.0,Nov 2010,1,30.0,1
510.0,Nov 2010,1,28.0,1
2310.0,Nov 2010,6,28.0,1
2333.0,Nov 2011,52,71.0,1
2306.0,Nov 2011,0,56.0,1
908.0,Nov 2011,22,54.0,1
1.0,Nov 2011,15,54.0,1
2.0,Nov 2011,23,48.0,1
2536.0,Nov 2011,0,45.0,1
2324.0,Nov 2011,6,41.0,1
2348.0,Nov 2011,10,41.0,1
2562.0,Nov 2011,24,37.0,1
2311.0,Nov 2011,24,36.0,1
2301.0,Nov 2011,0,35.0,1
34.0,Nov 2011,2,34.0,1
2597.0,Nov 2011,18,33.0,1
89.0,Nov 2011,0,32.0,1
2529.0,Nov 2011,10,32.0,1
2325.0,Nov 2011,6,32.0,1
2532.0,Nov 2011,0,31.0,1
2343.0,Nov 2011,1,31.0,1
701.0,Nov 2011,1,30.0,1
2606.0,Nov 2011,0,30.0,1
2567.0,Nov 2012,38,132.0,1
23.0,Nov 2012,32,132.0,1
2532.0,Nov 2012,35,107.0,1
2663.0,Nov 2012,64,104.0,1
701.0,Nov 2012,32,96.0,1
2366.0,Nov 2012,39,95.0,1
2580.0,Nov 2012,32,82.0,1
2689.0,Nov 2012,31,80.0,1
2480.0,Nov 2012,34,77.0,1
2652.0,Nov 2012,33,76.0,1
911.0,Nov 2012,32,76.0,1
2310.0,Nov 2012,16,76.0,1
902.0,Nov 2012,30,75.0,1
782.0,Nov 2012,41,73.0,1
915.0,Nov 2012,31,70.0,1
2324.0,Nov 2012,20,70.0,1
2427.0,Nov 2012,15,69.0,1
2515.0,Nov 2012,38,68.0,1
502.0,Nov 2012,16,65.0,1
795.0,Nov 2012,32,65.0,1
502.0,Nov 2013,20,163.0,1
2590.0,Nov 2013,16,102.0,1
822.0,Nov 2013,20,102.0,1
2532.0,Nov 2013,39,90.0,1
498.0,Nov 2013,32,80.0,1
516.0,Nov 2013,34,78.0,1
2361.0,Nov 2013,35,78.0,1
2512.0,Nov 2013,8,75.0,1
1696.0,Nov 2013,32,72.0,1
2.0,Nov 2013,34,69.0,1
2345.0,Nov 2013,44,69.0,1
2366.0,Nov 2013,48,66.0,1
900.0,Nov 2013,35,66.0,1
2415.0,Nov 2013,48,65.0,1
2311.0,Nov 2013,-3,65.0,1
2654.0,Nov 2013,34,64.0,1
2547.0,Nov 2013,17,63.0,1
2431.0,Nov 2013,37,63.0,1
89.0,Nov 2013,19,62.0,1
2332.0,Nov 2013,24,62.0,1
502.0,Nov 2014,16,190.0,1
2532.0,Nov 2014,219,180.0,1
19.0,Nov 2014,32,179.0,1
2302.0,Nov 2014,16,145.0,1
2314.0,Nov 2014,48,113.0,1
2654.0,Nov 2014,59,108.0,1
729.0,Nov 2014,17,106.0,1
2.0,Nov 2014,89,104.0,1
2467.0,Nov 2014,3,102.0,1
516.0,Nov 2014,145,101.0,1
818.0,Nov 2014,15,100.0,1
822.0,Nov 2014,28,99.0,1
2638.0,Nov 2014,0,97.0,1
922.0,Nov 2014,14,96.0,1
507.0,Nov 2014,3,94.0,1
2403.0,Nov 2014,11,85.0,1
2308.0,Nov 2014,40,82.0,1
150.0,Nov 2014,0,81.0,1
2328.0,Nov 2014,28,80.0,1
921.0,Nov 2014,16,80.0,1
2532.0,Nov 2015,93,130.0,1
701.0,Nov 2015,54,117.0,1
552.0,Nov 2015,25,95.0,1
2726.0,Nov 2015,37,94.0,1
2738.0,Nov 2015,57,80.0,1
498.0,Nov 2015,37,79.0,1
2717.0,Nov 2015,37,75.0,1
938.0,Nov 2015,0,72.0,1
948.0,Nov 2015,20,69.0,1
2663.0,Nov 2015,37,68.0,1
727.0,Nov 2015,0,66.0,1
2770.0,Nov 2015,0,66.0,1
890.0,Nov 2015,53,65.0,1
2.0,Nov 2015,46,64.0,1
911.0,Nov 2015,65,64.0,1
789.0,Nov 2015,20,52.0,1
635.0,Nov 2015,25,52.0,1
693.0,Nov 2015,35,47.0,1
2724.0,Nov 2015,0,46.0,1
2610.0,Nov 2015,25,46.0,1
2738.0,Nov 2016,70,87.0,1
2532.0,Nov 2016,116,71.0,1
701.0,Nov 2016,119,67.0,1
2717.0,Nov 2016,73,67.0,1
2437.0,Nov 2016,0,65.0,1
2562.0,Nov 2016,15,64.0,1
997.0,Nov 2016,0,63.0,1
2726.0,Nov 2016,88,61.0,1
23.0,Nov 2016,95,60.0,1
800.0,Nov 2016,0,58.0,1
552.0,Nov 2016,33,58.0,1
2531.0,Nov 2016,0,57.0,1
795.0,Nov 2016,73,53.0,1
708.0,Nov 2016,1,52.0,1
886.0,Nov 2016,6,51.0,1
2305.0,Nov 2016,0,50.0,1
30.0,Nov 2016,0,50.0,1
2670.0,Nov 2016,16,50.0,1
2547.0,Nov 2016,0,50.0,1
529.0,Nov 2016,16,46.0,1
2383.0,Nov 2017,7,83.0,1
2325.0,Nov 2017,7,60.0,1
425.0,Nov 2017,0,57.0,1
50.0,Nov 2017,0,55.0,1
2517.0,Nov 2017,10,52.0,1
2724.0,Nov 2017,11,51.0,1
989.0,Nov 2017,10,50.0,1
2872.0,Nov 2017,0,47.0,1
800.0,Nov 2017,11,44.0,1
2348.0,Nov 2017,12,41.0,1
883.0,Nov 2017,15,40.0,1
2494.0,Nov 2017,1,40.0,1
552.0,Nov 2017,1,38.0,1
2713.0,Nov 2017,0,38.0,1
2.0,Nov 2017,23,37.0,1
2444.0,Nov 2017,0,37.0,1
2778.0,Nov 2017,1,36.0,1
2538.0,Nov 2017,0,35.0,1
2301.0,Nov 2017,0,35.0,1
62.0,Nov 2017,0,34.0,1
2105.0,Nov 2018,0,15.0,1
2048.0,Nov 2018,1,8.0,1
2108.0,Nov 2018,0,8.0,1
2325.0,Nov 2018,0,8.0,1
1896.0,Nov 2018,0,8.0,1
2383.0,Nov 2018,2,8.0,1
2011.0,Nov 2018,1,7.0,1
2308.0,Nov 2018,0,7.0,1
985.0,Nov 2018,2,7.0,1
888.0,Nov 2018,1,6.0,1
883.0,Nov 2018,1,6.0,1
2444.0,Nov 2018,0,6.0,1
2765.0,Nov 2018,0,6.0,1
2693.0,Nov 2018,1,6.0,1
2517.0,Nov 2018,3,6.0,1
2724.0,Nov 2018,0,6.0,1
657.0,Nov 2018,0,6.0,1
2657.0,Nov 2018,2,6.0,1
96.0,Nov 2018,0,6.0,1
971.0,Nov 2018,1,6.0,1
37.0,Oct 2006,0,16.0,1
22.0,Oct 2006,2,12.0,1
506.0,Oct 2006,0,11.0,1
58.0,Oct 2006,2,10.0,1
10.0,Oct 2006,-2,6.0,1
17.0,Oct 2006,8,1.0,1
547.0,Oct 2006,1,1.0,1
408.0,Oct 2006,0,1.0,1
552.0,Oct 2006,0,1.0,1
600436.0,Oct 2006,0,0.0,1
600448.0,Oct 2006,0,0.0,1
600446.0,Oct 2006,0,0.0,1
600444.0,Oct 2006,0,0.0,1
600439.0,Oct 2006,0,0.0,1
600438.0,Oct 2006,0,0.0,1
600170.0,Oct 2006,0,0.0,1
600435.0,Oct 2006,0,0.0,1
600452.0,Oct 2006,0,0.0,1
600433.0,Oct 2006,0,0.0,1
600432.0,Oct 2006,0,0.0,1
546.0,Oct 2007,29,59.0,1
531.0,Oct 2007,30,55.0,1
151.0,Oct 2007,30,55.0,1
532.0,Oct 2007,33,50.0,1
488.0,Oct 2007,32,48.0,1
572.0,Oct 2007,31,45.0,1
608.0,Oct 2007,30,45.0,1
616.0,Oct 2007,0,22.0,1
584.0,Oct 2007,2,21.0,1
619.0,Oct 2007,0,20.0,1
551.0,Oct 2007,0,17.0,1
554.0,Oct 2007,1,17.0,1
607.0,Oct 2007,0,16.0,1
612.0,Oct 2007,0,16.0,1
541.0,Oct 2007,1,16.0,1
630.0,Oct 2007,7,16.0,1
626.0,Oct 2007,0,15.0,1
639.0,Oct 2007,1,15.0,1
426.0,Oct 2007,14,13.0,1
420.0,Oct 2007,25,11.0,1
502.0,Oct 2008,34,51.0,1
19.0,Oct 2008,18,37.0,1
1.0,Oct 2008,40,24.0,1
50.0,Oct 2008,63,23.0,1
625.0,Oct 2008,0,17.0,1
739.0,Oct 2008,1,13.0,1
96.0,Oct 2008,12,12.0,1
661.0,Oct 2008,0,11.0,1
584.0,Oct 2008,30,11.0,1
58.0,Oct 2008,15,11.0,1
729.0,Oct 2008,18,10.0,1
425.0,Oct 2008,12,10.0,1
751.0,Oct 2008,0,10.0,1
503.0,Oct 2008,11,10.0,1
411.0,Oct 2008,6,7.0,1
630.0,Oct 2008,17,7.0,1
715.0,Oct 2008,-2,6.0,1
607.0,Oct 2008,6,6.0,1
534.0,Oct 2008,1,6.0,1
657.0,Oct 2008,12,5.0,1
736.0,Oct 2009,15,30.0,1
488.0,Oct 2009,18,30.0,1
593.0,Oct 2009,12,29.0,1
716.0,Oct 2009,21,20.0,1
532.0,Oct 2009,26,19.0,1
425.0,Oct 2009,9,19.0,1
511.0,Oct 2009,16,18.0,1
584.0,Oct 2009,32,18.0,1
610.0,Oct 2009,13,18.0,1
502.0,Oct 2009,6,17.0,1
637.0,Oct 2009,13,15.0,1
608.0,Oct 2009,5,15.0,1
534.0,Oct 2009,28,13.0,1
1.0,Oct 2009,34,13.0,1
680.0,Oct 2009,22,11.0,1
96.0,Oct 2009,22,11.0,1
601.0,Oct 2009,10,8.0,1
516.0,Oct 2009,10,8.0,1
639.0,Oct 2009,12,8.0,1
543.0,Oct 2009,20,8.0,1
1.0,Oct 2010,33,50.0,1
2455.0,Oct 2010,36,37.0,1
2402.0,Oct 2010,46,36.0,1
426.0,Oct 2010,53,30.0,1
429.0,Oct 2010,21,30.0,1
502.0,Oct 2010,2,29.0,1
932.0,Oct 2010,40,28.0,1
511.0,Oct 2010,7,27.0,1
2314.0,Oct 2010,22,27.0,1
897.0,Oct 2010,18,23.0,1
46.0,Oct 2010,1,21.0,1
728.0,Oct 2010,16,19.0,1
16.0,Oct 2010,7,18.0,1
48.0,Oct 2010,17,17.0,1
2444.0,Oct 2010,24,16.0,1
23.0,Oct 2010,16,13.0,1
50.0,Oct 2010,21,12.0,1
89.0,Oct 2010,35,12.0,1
2332.0,Oct 2010,43,12.0,1
2343.0,Oct 2010,3,12.0,1
2383.0,Oct 2011,7,45.0,1
429.0,Oct 2011,0,37.0,1
2529.0,Oct 2011,32,26.0,1
543.0,Oct 2011,10,25.0,1
755.0,Oct 2011,21,23.0,1
2562.0,Oct 2011,37,22.0,1
2438.0,Oct 2011,10,22.0,1
2297.0,Oct 2011,15,21.0,1
908.0,Oct 2011,54,21.0,1
630.0,Oct 2011,7,20.0,1
2314.0,Oct 2011,20,19.0,1
2455.0,Oct 2011,9,18.0,1
2333.0,Oct 2011,71,17.0,1
928.0,Oct 2011,2,17.0,1
50.0,Oct 2011,0,17.0,1
2582.0,Oct 2011,1,17.0,1
551.0,Oct 2011,16,16.0,1
2417.0,Oct 2011,29,16.0,1
2418.0,Oct 2011,25,16.0,1
570.0,Oct 2011,1,16.0,1
2366.0,Oct 2012,95,156.0,1
2652.0,Oct 2012,76,130.0,1
2532.0,Oct 2012,107,129.0,1
2480.0,Oct 2012,77,129.0,1
911.0,Oct 2012,76,128.0,1
2663.0,Oct 2012,104,128.0,1
795.0,Oct 2012,65,128.0,1
2580.0,Oct 2012,82,128.0,1
701.0,Oct 2012,96,122.0,1
902.0,Oct 2012,75,121.0,1
2689.0,Oct 2012,80,120.0,1
915.0,Oct 2012,70,120.0,1
23.0,Oct 2012,132,120.0,1
2567.0,Oct 2012,132,112.0,1
2427.0,Oct 2012,69,46.0,1
2642.0,Oct 2012,30,45.0,1
2644.0,Oct 2012,54,45.0,1
970.0,Oct 2012,18,43.0,1
2311.0,Oct 2012,31,38.0,1
728.0,Oct 2012,54,37.0,1
502.0,Oct 2013,163,140.0,1
822.0,Oct 2013,102,134.0,1
2348.0,Oct 2013,60,121.0,1
2383.0,Oct 2013,52,117.0,1
89.0,Oct 2013,62,89.0,1
2650.0,Oct 2013,15,88.0,1
2585.0,Oct 2013,32,76.0,1
897.0,Oct 2013,59,71.0,1
1696.0,Oct 2013,72,70.0,1
755.0,Oct 2013,45,66.0,1
2648.0,Oct 2013,19,65.0,1
2578.0,Oct 2013,38,64.0,1
2536.0,Oct 2013,56,64.0,1
665.0,Oct 2013,18,64.0,1
48.0,Oct 2013,18,64.0,1
2606.0,Oct 2013,49,64.0,1
516.0,Oct 2013,78,63.0,1
729.0,Oct 2013,58,61.0,1
2311.0,Oct 2013,65,48.0,1
498.0,Oct 2013,80,48.0,1
502.0,Oct 2014,190,111.0,1
2.0,Oct 2014,104,110.0,1
2314.0,Oct 2014,113,109.0,1
2532.0,Oct 2014,180,81.0,1
2302.0,Oct 2014,145,80.0,1
818.0,Oct 2014,100,67.0,1
2610.0,Oct 2014,16,65.0,1
885.0,Oct 2014,57,61.0,1
693.0,Oct 2014,41,55.0,1
823.0,Oct 2014,37,53.0,1
2590.0,Oct 2014,76,52.0,1
932.0,Oct 2014,61,50.0,1
2644.0,Oct 2014,72,50.0,1
2348.0,Oct 2014,64,49.0,1
402.0,Oct 2014,32,48.0,1
2481.0,Oct 2014,0,46.0,1
2524.0,Oct 2014,22,44.0,1
2332.0,Oct 2014,79,42.0,1
915.0,Oct 2014,73,40.0,1
419.0,Oct 2014,57,39.0,1
2532.0,Oct 2015,130,102.0,1
19.0,Oct 2015,12,59.0,1
885.0,Oct 2015,43,55.0,1
701.0,Oct 2015,117,49.0,1
2717.0,Oct 2015,75,47.0,1
2738.0,Oct 2015,80,46.0,1
635.0,Oct 2015,52,40.0,1
2663.0,Oct 2015,68,38.0,1
498.0,Oct 2015,79,38.0,1
2749.0,Oct 2015,1,37.0,1
2726.0,Oct 2015,94,37.0,1
2587.0,Oct 2015,16,36.0,1
2366.0,Oct 2015,21,34.0,1
999.0,Oct 2015,16,31.0,1
2552.0,Oct 2015,34,30.0,1
2644.0,Oct 2015,35,27.0,1
721.0,Oct 2015,35,27.0,1
21.0,Oct 2015,1,27.0,1
989.0,Oct 2015,0,27.0,1
669.0,Oct 2015,0,26.0,1
2738.0,Oct 2016,87,80.0,1
2532.0,Oct 2016,71,66.0,1
30.0,Oct 2016,50,63.0,1
2575.0,Oct 2016,31,60.0,1
2361.0,Oct 2016,21,57.0,1
669.0,Oct 2016,12,57.0,1
989.0,Oct 2016,25,54.0,1
2687.0,Oct 2016,9,49.0,1
2765.0,Oct 2016,2,48.0,1
572.0,Oct 2016,19,48.0,1
2650.0,Oct 2016,3,46.0,1
999.0,Oct 2016,1,45.0,1
21.0,Oct 2016,13,45.0,1
2601.0,Oct 2016,0,44.0,1
721.0,Oct 2016,0,44.0,1
701.0,Oct 2016,67,43.0,1
595.0,Oct 2016,10,42.0,1
2358.0,Oct 2016,11,42.0,1
545.0,Oct 2016,0,42.0,1
2547.0,Oct 2016,50,42.0,1
2562.0,Oct 2017,24,47.0,1
2664.0,Oct 2017,14,35.0,1
2631.0,Oct 2017,23,33.0,1
2705.0,Oct 2017,28,33.0,1
2483.0,Oct 2017,17,32.0,1
526.0,Oct 2017,6,31.0,1
2561.0,Oct 2017,15,30.0,1
2881.0,Oct 2017,19,26.0,1
2629.0,Oct 2017,7,24.0,1
2330.0,Oct 2017,2,24.0,1
2383.0,Oct 2017,83,23.0,1
2062.0,Oct 2017,0,22.0,1
830.0,Oct 2017,22,22.0,1
869.0,Oct 2017,20,22.0,1
