Indexcd,Idxtrd01,Idxtrd08
906,2014/11/28,1.3754
906,2014/12/1,0.0818
906,2014/12/2,3.034
906,2014/12/3,1.401
906,2014/12/4,3.9262
906,2014/12/5,-0.0999
906,2014/12/8,3.4052
906,2014/12/9,-4.3648
906,2014/12/10,3.6246
906,2014/12/11,-0.4983
906,2014/12/12,0.424
906,2014/12/15,0.9965
906,2014/12/16,2.0541
906,2014/12/17,1.0228
906,2014/12/18,-0.3168
906,2014/12/19,0.6529
906,2014/12/22,-0.7986
906,2014/12/23,-2.0624
906,2014/12/24,-1.7812
906,2014/12/25,2.907
906,2014/12/26,2.7305
906,2014/12/29,-0.0531
906,2014/12/30,-0.3925
906,2014/12/31,1.8769
906,2015/1/5,2.7343
906,2015/1/6,0.275
906,2015/1/7,0.0942
906,2015/1/8,-1.9455
906,2015/1/9,-0.4248
906,2015/1/12,-1.0559
906,2015/1/13,0.3498
906,2015/1/14,-0.3654
906,2015/1/15,2.4983
906,2015/1/16,0.9708
906,2015/1/19,-6.8596
906,2015/1/20,1.8336
906,2015/1/21,3.9875
906,2015/1/22,0.751
906,2015/1/23,-0.1723
906,2015/1/26,1.3258
906,2015/1/27,-0.6135
906,2015/1/28,-1.1795
906,2015/1/29,-1.0881
906,2015/1/30,-1.3194
906,2015/2/2,-1.8348
906,2015/2/3,2.2913
906,2015/2/4,-0.8736
906,2015/2/5,-0.888
906,2015/2/6,-1.7515
906,2015/2/9,0.5974
906,2015/2/10,1.7054
906,2015/2/11,0.8759
906,2015/2/12,0.3727
906,2015/2/13,0.9855
906,2015/2/16,1.0907
906,2015/2/17,0.6667
906,2015/2/25,-0.9266
906,2015/2/26,2.1254
906,2015/2/27,0.3536
906,2015/3/2,1.1234
906,2015/3/3,-1.9832
906,2015/3/4,0.8867
906,2015/3/5,-0.7121
906,2015/3/6,-0.7091
906,2015/3/9,1.5885
906,2015/3/10,-0.0639
906,2015/3/11,0.0224
906,2015/3/12,1.3841
906,2015/3/13,0.8057
906,2015/3/16,2.5774
906,2015/3/17,1.4343
906,2015/3/18,2.1718
906,2015/3/19,0.1039
906,2015/3/20,1.2742
906,2015/3/23,2.1485
906,2015/3/24,0.1325
906,2015/3/25,-0.2813
906,2015/3/26,-0.0253
906,2015/3/27,0.7184
906,2015/3/30,2.459
906,2015/3/31,-0.6233
906,2015/4/1,1.9586
906,2015/4/2,0.5272
906,2015/4/3,1.2395
906,2015/4/7,2.2187
906,2015/4/8,0.3971
906,2015/4/9,-0.7861
906,2015/4/10,2.1373
906,2015/4/13,1.8735
906,2015/4/14,0.266
906,2015/4/15,-2.0425
906,2015/4/16,2.5796
906,2015/4/17,1.5639
906,2015/4/20,-1.656
906,2015/4/21,2.5151
906,2015/4/22,2.608
906,2015/4/23,0.3068
906,2015/4/24,-0.5539
906,2015/4/27,1.9183
906,2015/4/28,-1.7931
906,2015/4/29,1.0351
906,2015/4/30,-0.233
906,2015/5/4,0.7087
906,2015/5/5,-3.8947
906,2015/5/6,-1.0789
906,2015/5/7,-1.9378
906,2015/5/8,2.4747
906,2015/5/11,3.3083
906,2015/5/12,1.4912
906,2015/5/13,-0.1758
906,2015/5/14,-0.3037
906,2015/5/15,-1.49
906,2015/5/18,-0.1112
906,2015/5/19,3.1353
906,2015/5/20,0.8476
906,2015/5/21,2.3683
906,2015/5/22,2.0904
906,2015/5/25,2.8982
906,2015/5/26,2.3606
906,2015/5/27,0.1262
906,2015/5/28,-6.487
906,2015/5/29,0.404
906,2015/6/1,4.9762
906,2015/6/2,2.3408
906,2015/6/3,0.0271
906,2015/6/4,0.4604
906,2015/6/5,1.164
906,2015/6/8,1.2879
906,2015/6/9,-0.5165
906,2015/6/10,0.439
906,2015/6/11,0.4112
906,2015/6/12,0.8684
906,2015/6/15,-2.0445
906,2015/6/16,-3.31
906,2015/6/17,1.6384
906,2015/6/18,-3.825
906,2015/6/19,-6.2615
906,2015/6/23,2.3949
906,2015/6/24,2.0362
906,2015/6/25,-3.5463
906,2015/6/26,-8.0193
906,2015/6/29,-4.3133
906,2015/6/30,6.1932
906,2015/7/1,-5.1037
906,2015/7/2,-4.4215
906,2015/7/3,-5.6106
906,2015/7/6,1.6116
906,2015/7/7,-3.0768
906,2015/7/8,-5.5864
906,2015/7/9,5.8681
906,2015/7/10,5.2769
906,2015/7/13,3.5529
906,2015/7/14,-1.1214
906,2015/7/15,-4.1767
906,2015/7/16,1.2138
906,2015/7/17,4.3214
906,2015/7/20,0.5956
906,2015/7/21,0.4645
906,2015/7/22,0.2058
906,2015/7/23,2.4104
906,2015/7/24,-1.6732
906,2015/7/27,-8.2416
906,2015/7/28,-0.6964
906,2015/7/29,3.6483
906,2015/7/30,-2.8784
906,2015/7/31,-0.2599
906,2015/8/3,-0.492
906,2015/8/4,3.7572
906,2015/8/5,-1.8308
906,2015/8/6,-0.8158
906,2015/8/7,2.2234
906,2015/8/10,4.6046
906,2015/8/11,-0.1543
906,2015/8/12,-1.2218
906,2015/8/13,1.7507
906,2015/8/14,0.2927
906,2015/8/17,0.7712
906,2015/8/18,-6.5921
906,2015/8/19,1.7778
906,2015/8/20,-3.2973
906,2015/8/21,-4.8355
906,2015/8/24,-8.5076
906,2015/8/25,-7.2219
906,2015/8/26,-1.5503
906,2015/8/27,5.2032
906,2015/8/28,4.7771
906,2015/8/31,-0.6431
906,2015/9/1,-1.9177
906,2015/9/2,-0.1301
906,2015/9/7,-2.3841
906,2015/9/8,2.9099
906,2015/9/9,2.189
906,2015/9/10,-1.3612
906,2015/9/11,0.0163
906,2015/9/14,-3.3803
906,2015/9/15,-4.4091
906,2015/9/16,5.4278
906,2015/9/17,-2.1218
906,2015/9/18,0.6524
906,2015/9/21,2.2534
906,2015/9/22,0.8729
906,2015/9/23,-1.9517
906,2015/9/24,0.8968
906,2015/9/25,-2.0922
906,2015/9/28,0.7572
906,2015/9/29,-1.9406
906,2015/9/30,0.6348
906,2015/10/8,3.2475
906,2015/10/9,1.3835
906,2015/10/12,3.4009
906,2015/10/13,0.3058
906,2015/10/14,-1.1331
906,2015/10/15,2.5674
906,2015/10/16,1.4589
906,2015/10/19,0.0015
906,2015/10/20,1.3484
906,2015/10/21,-3.9126
906,2015/10/22,2.1323
906,2015/10/23,1.6691
906,2015/10/26,0.5564
906,2015/10/27,0.2551
906,2015/10/28,-2.0795
906,2015/10/29,0.4197
906,2015/10/30,-0.085
906,2015/11/2,-1.7784
906,2015/11/3,-0.2818
906,2015/11/4,4.8001
906,2015/11/5,1.5363
906,2015/11/6,2.3536
906,2015/11/9,1.257
906,2015/11/10,-0.0102
906,2015/11/11,0.4324
906,2015/11/12,-0.7117
906,2015/11/13,-1.3554
906,2015/11/16,0.9329
906,2015/11/17,-0.3738
906,2015/11/18,-1.2812
906,2015/11/19,1.8816
906,2015/11/20,0.3305
906,2015/11/23,-0.6297
906,2015/11/24,0.2225
906,2015/11/25,0.9968
906,2015/11/26,-0.5936
906,2015/11/27,-5.6718
906,2015/11/30,0.3172
906,2015/12/1,0.6393
906,2015/12/2,2.3711
906,2015/12/3,1.1736
906,2015/12/4,-1.5743
906,2015/12/7,0.5525
906,2015/12/8,-2.0096
906,2015/12/9,0.1284
906,2015/12/10,-0.3454
906,2015/12/11,-0.5327
906,2015/12/14,2.6188
906,2015/12/15,-0.086
906,2015/12/16,-0.0413
906,2015/12/17,2.0862
906,2015/12/18,0.1543
906,2015/12/21,2.1597
906,2015/12/22,0.4592
906,2015/12/23,-0.5089
906,2015/12/24,-0.7455
906,2015/12/25,0.3133
906,2015/12/28,-2.7409
906,2015/12/29,0.9234
906,2015/12/30,0.3266
906,2015/12/31,-1.1184
