Indexcd,Idxtrd01,Idxtrd08
906,2007/8/23,1.5293
906,2007/8/24,1.2827
906,2007/8/27,0.2989
906,2007/8/28,0.153
906,2007/8/29,-1.3229
906,2007/8/30,1.7083
906,2007/8/31,1.0723
906,2007/9/3,2.3013
906,2007/9/4,-0.9716
906,2007/9/5,0.1758
906,2007/9/6,0.9501
906,2007/9/7,-2.2383
906,2007/9/10,1.6584
906,2007/9/11,-5.0736
906,2007/9/12,1.4444
906,2007/9/13,2.6773
906,2007/9/14,0.9772
906,2007/9/17,1.9619
906,2007/9/18,-0.1047
906,2007/9/19,-1.1098
906,2007/9/20,1.3079
906,2007/9/21,-0.5977
906,2007/9/24,0.7673
906,2007/9/25,-1.0205
906,2007/9/26,-1.6921
906,2007/9/27,1.1497
906,2007/9/28,2.6933
906,2007/10/8,1.0367
906,2007/10/9,0.5413
906,2007/10/10,-0.0015
906,2007/10/11,0.5951
906,2007/10/12,-0.7884
906,2007/10/15,1.1644
906,2007/10/16,0.9823
906,2007/10/17,-0.7819
906,2007/10/18,-3.332
906,2007/10/19,-0.0261
906,2007/10/22,-2.5367
906,2007/10/23,0.9906
906,2007/10/24,0.3121
906,2007/10/25,-5.1153
906,2007/10/26,0.8352
906,2007/10/29,1.9807
906,2007/10/30,1.7228
906,2007/10/31,2.0192
906,2007/11/1,-1.6757
906,2007/11/2,-2.3474
906,2007/11/5,-1.5493
906,2007/11/6,-0.5085
906,2007/11/7,0.4658
906,2007/11/8,-4.6726
906,2007/11/9,-1.0816
906,2007/11/12,-1.2506
906,2007/11/13,-0.5628
906,2007/11/14,4.0789
906,2007/11/15,-1.2569
906,2007/11/16,-1.1432
906,2007/11/19,0.2143
906,2007/11/20,1.4727
906,2007/11/21,-1.4218
906,2007/11/22,-4.5073
906,2007/11/23,1.7911
906,2007/11/26,-1.1257
906,2007/11/27,-1.6943
906,2007/11/28,-1.2132
906,2007/11/29,3.8593
906,2007/11/30,-2.0322
906,2007/12/3,0.8222
906,2007/12/4,1.0657
906,2007/12/5,2.6486
906,2007/12/6,0.1641
906,2007/12/7,1.4609
906,2007/12/10,2.0139
906,2007/12/11,0.3224
906,2007/12/12,-0.9375
906,2007/12/13,-3.6686
906,2007/12/14,1.969
906,2007/12/17,-1.9061
906,2007/12/18,-0.6216
906,2007/12/19,2.3646
906,2007/12/20,1.7139
906,2007/12/21,1.3304
906,2007/12/24,1.9966
906,2007/12/25,0.327
906,2007/12/26,1.1462
906,2007/12/27,1.7608
906,2007/12/28,-0.4994
906,2008/1/2,1.4058
906,2008/1/3,0.9669
906,2008/1/4,0.9535
906,2008/1/7,1.4648
906,2008/1/8,-0.9677
906,2008/1/9,1.8331
906,2008/1/10,0.9301
906,2008/1/11,0.3619
906,2008/1/14,0.7091
906,2008/1/15,-0.3427
906,2008/1/16,-2.9502
906,2008/1/17,-2.5602
906,2008/1/18,0.9045
906,2008/1/21,-4.7963
906,2008/1/22,-7.8049
906,2008/1/23,4.799
906,2008/1/24,1.5359
906,2008/1/25,0.8554
906,2008/1/28,-6.8433
906,2008/1/29,0.9428
906,2008/1/30,-0.8078
906,2008/1/31,-2.3301
906,2008/2/1,-1.7938
906,2008/2/4,8.2467
906,2008/2/5,-0.3663
906,2008/2/13,-1.7979
906,2008/2/14,1.4807
906,2008/2/15,-1.179
906,2008/2/18,2.292
906,2008/2/19,2.1354
906,2008/2/20,-1.9251
906,2008/2/21,-0.2325
906,2008/2/22,-3.3013
906,2008/2/25,-3.7171
906,2008/2/26,-0.0763
906,2008/2/27,2.6301
906,2008/2/28,-0.2377
906,2008/2/29,1.1894
906,2008/3/3,2.6898
906,2008/3/4,-2.0697
906,2008/3/5,-0.5938
906,2008/3/6,0.9689
906,2008/3/7,-1.5218
906,2008/3/10,-3.9152
906,2008/3/11,0.4896
906,2008/3/12,-2.8966
906,2008/3/13,-2.898
906,2008/3/14,-0.8797
906,2008/3/17,-5.3674
906,2008/3/18,-5.6065
906,2008/3/19,3.6503
906,2008/3/20,3.1812
906,2008/3/21,1.0013
906,2008/3/24,-3.914
906,2008/3/25,1.2528
906,2008/3/26,0.0842
906,2008/3/27,-4.4901
906,2008/3/28,4.1474
906,2008/3/31,-3.5816
906,2008/4/1,-6.1506
906,2008/4/2,-1.9889
906,2008/4/3,2.8144
906,2008/4/7,5.5958
906,2008/4/8,1.412
906,2008/4/9,-5.2693
906,2008/4/10,2.0507
906,2008/4/11,0.944
906,2008/4/14,-6.5535
906,2008/4/15,1.7464
906,2008/4/16,-2.4725
906,2008/4/17,-3.1358
906,2008/4/18,-3.7229
906,2008/4/21,-0.2753
906,2008/4/22,0.3652
906,2008/4/23,4.693
906,2008/4/24,9.2662
906,2008/4/25,0.7864
906,2008/4/28,-1.6777
906,2008/4/29,1.1774
906,2008/4/30,4.6055
906,2008/5/5,2.6717
906,2008/5/6,-0.9479
906,2008/5/7,-4.6425
906,2008/5/8,2.888
906,2008/5/9,-0.9103
906,2008/5/12,0.9841
906,2008/5/13,-1.0027
906,2008/5/14,2.9884
906,2008/5/15,-0.7409
906,2008/5/16,-0.559
906,2008/5/19,-0.4452
906,2008/5/20,-5.4399
906,2008/5/21,2.0668
906,2008/5/22,-1.6827
906,2008/5/23,-1.0013
906,2008/5/26,-3.0377
906,2008/5/27,0.4589
906,2008/5/28,2.7914
906,2008/5/29,-2.584
906,2008/5/30,0.6978
906,2008/6/2,0.5055
906,2008/6/3,-0.3518
906,2008/6/4,-1.8408
906,2008/6/5,-1.0427
906,2008/6/6,-0.6692
906,2008/6/10,-8.2493
906,2008/6/11,-2.1835
906,2008/6/12,-1.581
906,2008/6/13,-3.7222
906,2008/6/16,-1.1914
906,2008/6/17,-4.2703
906,2008/6/18,5.3397
906,2008/6/19,-7.5404
906,2008/6/20,2.6579
906,2008/6/23,-2.0065
906,2008/6/24,2.4444
906,2008/6/25,4.464
906,2008/6/26,0.5664
906,2008/6/27,-5.8557
906,2008/6/30,-0.511
906,2008/7/1,-3.0158
906,2008/7/2,0.3839
906,2008/7/3,2.7601
906,2008/7/4,-0.5368
906,2008/7/7,5.1584
906,2008/7/8,0.8501
906,2008/7/9,3.635
906,2008/7/10,-1.569
906,2008/7/11,-0.6687
906,2008/7/14,1.0437
906,2008/7/15,-3.8589
906,2008/7/16,-4.0513
906,2008/7/17,-1.007
906,2008/7/18,3.5303
906,2008/7/21,3.5475
906,2008/7/22,-0.097
906,2008/7/23,-0.766
906,2008/7/24,3.0958
906,2008/7/25,-1.1974
906,2008/7/28,0.8754
906,2008/7/29,-1.905
906,2008/7/30,-0.691
906,2008/7/31,-2.951
906,2008/8/1,1.3282
906,2008/8/4,-2.386
906,2008/8/5,-2.649
906,2008/8/6,0.588
906,2008/8/7,0.1087
906,2008/8/8,-5.2828
906,2008/8/11,-5.6836
906,2008/8/12,-0.6995
906,2008/8/13,0.0074
906,2008/8/14,0.0577
906,2008/8/15,0.0498
906,2008/8/18,-5.8899
906,2008/8/19,1.5426
906,2008/8/20,7.9502
906,2008/8/21,-3.5211
906,2008/8/22,-1.6792
906,2008/8/25,-0.2175
906,2008/8/26,-3.3936
906,2008/8/27,-0.2776
906,2008/8/28,0.3554
906,2008/8/29,2.5371
906,2008/9/1,-3.3582
906,2008/9/2,-0.684
906,2008/9/3,-1.525
906,2008/9/4,0.342
906,2008/9/5,-3.3539
906,2008/9/8,-3.1028
906,2008/9/9,0.6475
906,2008/9/10,0.2979
906,2008/9/11,-3.0255
906,2008/9/12,0.2642
906,2008/9/16,-3.4137
906,2008/9/17,-3.2287
906,2008/9/18,-1.9624
906,2008/9/19,9.4502
906,2008/9/22,6.1
906,2008/9/23,-4.3438
906,2008/9/24,1.0302
906,2008/9/25,3.6407
906,2008/9/26,0.7064
906,2008/10/6,-4.8706
906,2008/10/7,-1.0638
906,2008/10/8,-3.5217
906,2008/10/9,-1.3492
906,2008/10/10,-4.8918
906,2008/10/13,3.684
906,2008/10/14,-2.6519
906,2008/10/15,-0.9458
906,2008/10/16,-5.0334
906,2008/10/17,0.7958
906,2008/10/20,3.4663
906,2008/10/21,-0.693
906,2008/10/22,-2.4267
906,2008/10/23,0.2642
906,2008/10/24,-2.6092
906,2008/10/27,-7.2672
906,2008/10/28,2.9381
906,2008/10/29,-3.0237
906,2008/10/30,2.0764
906,2008/10/31,-1.9576
906,2008/11/3,-0.7672
906,2008/11/4,-1.5878
906,2008/11/5,3.7921
906,2008/11/6,-2.318
906,2008/11/7,1.6814
906,2008/11/10,7.3788
906,2008/11/11,-1.064
906,2008/11/12,1.4076
906,2008/11/13,4.1473
906,2008/11/14,3.8967
906,2008/11/17,2.7689
906,2008/11/18,-7.3913
906,2008/11/19,6.3405
906,2008/11/20,-0.7996
906,2008/11/21,-0.7727
906,2008/11/24,-4.279
906,2008/11/25,-0.3087
906,2008/11/26,0.4794
906,2008/11/27,1.462
906,2008/11/28,-1.9457
906,2008/12/1,2.3586
906,2008/12/2,0.6004
906,2008/12/3,4.4386
906,2008/12/4,1.1993
906,2008/12/5,1.8309
906,2008/12/8,4.1321
906,2008/12/9,-2.5797
906,2008/12/10,2.7519
906,2008/12/11,-2.5432
906,2008/12/12,-4.2585
906,2008/12/15,1.0146
906,2008/12/16,1.1552
906,2008/12/17,0.5385
906,2008/12/18,2.1066
906,2008/12/19,0.4626
906,2008/12/22,-1.3374
906,2008/12/23,-5.2017
906,2008/12/24,-1.7692
906,2008/12/25,-0.75
906,2008/12/26,-0.5753
906,2008/12/29,-0.2992
906,2008/12/30,-1.0463
906,2008/12/31,-1.0227
906,2009/1/5,3.7081
906,2009/1/6,3.2536
906,2009/1/7,-0.3445
906,2009/1/8,-2.2919
906,2009/1/9,1.8373
906,2009/1/12,0.3964
906,2009/1/13,-2.3832
906,2009/1/14,4.119
906,2009/1/15,0.1902
906,2009/1/16,1.5653
906,2009/1/19,0.8546
906,2009/1/20,0.7103
906,2009/1/21,-0.1096
906,2009/1/22,1.2598
906,2009/1/23,-0.6291
906,2009/2/2,1.5938
906,2009/2/3,2.5643
906,2009/2/4,2.633
906,2009/2/5,-0.9052
906,2009/2/6,4.1305
906,2009/2/9,2.8193
906,2009/2/10,1.6442
906,2009/2/11,0.1871
906,2009/2/12,-0.0228
906,2009/2/13,3.5047
906,2009/2/16,2.4408
906,2009/2/17,-3.3304
906,2009/2/18,-4.4297
906,2009/2/19,1.229
906,2009/2/20,2.2921
906,2009/2/23,2.9543
906,2009/2/24,-4.4139
906,2009/2/25,0.2187
906,2009/2/26,-5.4613
906,2009/2/27,-3.0972
906,2009/3/2,1.4374
906,2009/3/3,-0.6294
906,2009/3/4,6.5403
906,2009/3/5,0.8425
906,2009/3/6,-0.77
906,2009/3/9,-3.841
906,2009/3/10,1.9211
906,2009/3/11,-0.8289
906,2009/3/12,-0.0806
906,2009/3/13,-0.5963
906,2009/3/16,1.566
906,2009/3/17,3.6272
906,2009/3/18,0.6289
906,2009/3/19,2.1731
906,2009/3/20,-0.1926
906,2009/3/23,2.4241
906,2009/3/24,0.5619
906,2009/3/25,-2.2176
906,2009/3/26,3.0838
906,2009/3/27,0.7908
906,2009/3/30,-0.4111
906,2009/3/31,0.9675
906,2009/4/1,1.6253
906,2009/4/2,0.8837
906,2009/4/3,-0.4106
906,2009/4/7,0.4497
906,2009/4/8,-3.7062
906,2009/4/9,1.5726
906,2009/4/10,3.1242
906,2009/4/13,2.1331
906,2009/4/14,0.9497
906,2009/4/15,0.6094
906,2009/4/16,0.112
906,2009/4/17,-1.3343
906,2009/4/20,2.288
906,2009/4/21,-0.9298
906,2009/4/22,-4.0136
906,2009/4/23,0.6463
906,2009/4/24,-0.7865
906,2009/4/27,-2.6857
906,2009/4/28,0.4934
906,2009/4/29,3.283
906,2009/4/30,0.8607
906,2009/5/4,3.4584
906,2009/5/5,0.576
906,2009/5/6,1.3864
906,2009/5/7,-0.0913
906,2009/5/8,0.7249
906,2009/5/11,-2.6199
906,2009/5/12,2.3546
906,2009/5/13,0.8627
906,2009/5/14,-0.5106
906,2009/5/15,0.2624
906,2009/5/18,0.5713
906,2009/5/19,1.0183
906,2009/5/20,-0.8732
906,2009/5/21,-2.1341
906,2009/5/22,-0.2152
906,2009/5/25,0.4576
906,2009/5/26,-0.9054
906,2009/5/27,1.1488
906,2009/6/1,3.1522
906,2009/6/2,0.3273
906,2009/6/3,2.1909
906,2009/6/4,0.3536
906,2009/6/5,-0.5123
906,2009/6/8,0.2082
906,2009/6/9,0.4288
906,2009/6/10,1.0018
906,2009/6/11,-0.861
906,2009/6/12,-1.9346
906,2009/6/15,1.9227
906,2009/6/16,-0.1788
906,2009/6/17,1.6592
906,2009/6/18,1.3931
906,2009/6/19,0.5969
906,2009/6/22,-0.1148
906,2009/6/23,-0.0472
906,2009/6/24,1.1873
906,2009/6/25,-0.0955
906,2009/6/26,0.3951
906,2009/6/29,1.4726
906,2009/6/30,-0.4835
906,2009/7/1,2.0992
906,2009/7/2,1.3071
906,2009/7/3,1.3417
906,2009/7/6,1.185
906,2009/7/7,-0.8305
906,2009/7/8,0.5304
906,2009/7/9,1.4294
906,2009/7/10,0.1472
906,2009/7/13,-0.6825
906,2009/7/14,2.5381
906,2009/7/15,1.0737
906,2009/7/16,0.0759
906,2009/7/17,0.5484
906,2009/7/20,1.9646
906,2009/7/21,-1.6332
906,2009/7/22,1.8838
906,2009/7/23,1.1962
906,2009/7/24,0.2105
906,2009/7/27,1.9899
906,2009/7/28,0.5139
906,2009/7/29,-5.4889
906,2009/7/30,1.9203
906,2009/7/31,2.8552
906,2009/8/3,1.5886
906,2009/8/4,0.2357
906,2009/8/5,-0.9624
906,2009/8/6,-1.9257
906,2009/8/7,-2.9689
906,2009/8/10,-0.0254
906,2009/8/11,0.3714
906,2009/8/12,-4.5038
906,2009/8/13,1.0569
906,2009/8/14,-3.1412
906,2009/8/17,-6.2808
906,2009/8/18,1.2063
906,2009/8/19,-5.006
906,2009/8/20,4.2254
906,2009/8/21,2.0641
906,2009/8/24,1.0785
906,2009/8/25,-3.2708
906,2009/8/26,2.246
906,2009/8/27,-0.1988
906,2009/8/28,-3.3066
906,2009/8/31,-7.1212
906,2009/9/1,0.1592
906,2009/9/2,1.4384
906,2009/9/3,5.4452
906,2009/9/4,1.0282
906,2009/9/7,0.9247
906,2009/9/8,2.0891
906,2009/9/9,0.7169
906,2009/9/10,-0.9755
906,2009/9/11,2.231
906,2009/9/14,1.8938
906,2009/9/15,0.4394
906,2009/9/16,-1.0269
906,2009/9/17,1.988
906,2009/9/18,-3.5636
906,2009/9/21,0.5909
906,2009/9/22,-2.4416
906,2009/9/23,-2.4333
906,2009/9/24,0.3717
906,2009/9/25,-0.7623
906,2009/9/28,-2.8252
906,2009/9/29,-0.3986
906,2009/9/30,1.0423
906,2009/10/9,5.2634
906,2009/10/12,-0.1758
906,2009/10/13,1.5331
906,2009/10/14,0.9057
906,2009/10/15,0.3667
906,2009/10/16,0.1216
906,2009/10/19,2.6464
906,2009/10/20,1.467
906,2009/10/21,-0.3355
906,2009/10/22,-0.4271
906,2009/10/23,1.8409
906,2009/10/26,0.0403
906,2009/10/27,-2.8587
906,2009/10/28,0.5615
906,2009/10/29,-2.326
906,2009/10/30,1.0912
906,2009/11/2,3.4098
906,2009/11/3,1.5158
906,2009/11/4,0.583
906,2009/11/5,0.4616
906,2009/11/6,0.5244
906,2009/11/9,0.4501
906,2009/11/10,0.2129
906,2009/11/11,-0.0928
906,2009/11/12,0.1682
906,2009/11/13,0.6982
906,2009/11/16,2.878
906,2009/11/17,0.1685
906,2009/11/18,0.1372
906,2009/11/19,0.61
906,2009/11/20,-0.0831
906,2009/11/23,1.1509
906,2009/11/24,-3.6806
906,2009/11/25,2.6291
906,2009/11/26,-3.9875
906,2009/11/27,-2.8835
906,2009/11/30,3.9738
906,2009/12/1,1.7002
906,2009/12/2,1.125
906,2009/12/3,0.0149
906,2009/12/4,0.5459
906,2009/12/7,0.9139
906,2009/12/8,-0.992
906,2009/12/9,-1.8483
906,2009/12/10,0.689
906,2009/12/11,-0.0569
906,2009/12/14,0.7067
906,2009/12/15,-0.5802
906,2009/12/16,-0.5753
906,2009/12/17,-2.4614
906,2009/12/18,-2.8033
906,2009/12/21,0.3946
906,2009/12/22,-2.7105
906,2009/12/23,1.1256
906,2009/12/24,3.0998
906,2009/12/25,-0.1525
906,2009/12/28,1.5793
906,2009/12/29,0.5782
906,2009/12/30,1.187
906,2009/12/31,0.5654
906,2010/1/4,-0.738
906,2010/1/5,0.868
906,2010/1/6,-0.5156
906,2010/1/7,-1.9885
906,2010/1/8,0.4838
906,2010/1/11,0.1923
906,2010/1/12,1.6641
906,2010/1/13,-2.6974
906,2010/1/14,1.713
906,2010/1/15,0.4727
906,2010/1/18,0.8118
906,2010/1/19,0.1507
906,2010/1/20,-3.343
906,2010/1/21,0.3992
906,2010/1/22,-1.6221
906,2010/1/25,-1.1626
906,2010/1/26,-2.9531
906,2010/1/27,-1.1881
906,2010/1/28,0.5832
906,2010/1/29,0.1592
906,2010/2/1,-1.4534
906,2010/2/2,-0.3249
906,2010/2/3,2.3749
906,2010/2/4,-0.024
906,2010/2/5,-2.0818
906,2010/2/8,-0.0523
906,2010/2/9,0.4406
906,2010/2/10,1.3792
906,2010/2/11,0.0922
906,2010/2/12,1.0598
906,2010/2/22,-0.3973
906,2010/2/23,-0.5864
906,2010/2/24,1.6202
906,2010/2/25,1.5061
906,2010/2/26,-0.2121
906,2010/3/1,1.2549
906,2010/3/2,-0.2747
906,2010/3/3,0.9061
906,2010/3/4,-2.8092
906,2010/3/5,0.3108
906,2010/3/8,0.8801
906,2010/3/9,0.4774
906,2010/3/10,-0.9231
906,2010/3/11,-0.2659
906,2010/3/12,-1.3813
906,2010/3/15,-1.3707
906,2010/3/16,0.6961
906,2010/3/17,2.3317
906,2010/3/18,-0.0637
906,2010/3/19,0.7814
906,2010/3/22,0.3416
906,2010/3/23,-0.7824
906,2010/3/24,0.1584
906,2010/3/25,-1.4203
906,2010/3/26,1.4238
906,2010/3/29,2.0993
906,2010/3/30,0.2929
906,2010/3/31,-0.4063
906,2010/4/1,1.4125
906,2010/4/2,0.4229
906,2010/4/6,0.003
906,2010/4/7,-0.3422
906,2010/4/8,-0.8765
906,2010/4/9,1.1128
906,2010/4/12,-0.4115
906,2010/4/13,0.5875
906,2010/4/14,0.5646
906,2010/4/15,-0.5258
906,2010/4/16,-0.9208
906,2010/4/19,-5.0813
906,2010/4/20,0.2695
906,2010/4/21,2.2686
906,2010/4/22,-0.7511
906,2010/4/23,-0.473
906,2010/4/26,-0.4003
906,2010/4/27,-2.169
906,2010/4/28,-0.4005
906,2010/4/29,-1.7496
906,2010/4/30,-0.5319
906,2010/5/4,-1.1864
906,2010/5/5,1.182
906,2010/5/6,-4.22
906,2010/5/7,-1.9366
906,2010/5/10,0.0487
906,2010/5/11,-2.2496
906,2010/5/12,-0.1861
906,2010/5/13,2.5452
906,2010/5/14,-0.32
906,2010/5/17,-5.6264
906,2010/5/18,1.9204
906,2010/5/19,-0.2128
906,2010/5/20,-1.4641
906,2010/5/21,1.6995
906,2010/5/24,3.9772
906,2010/5/25,-1.7242
906,2010/5/26,0.0714
906,2010/5/27,1.6746
906,2010/5/28,-0.1468
906,2010/5/31,-2.8048
906,2010/6/1,-1.276
906,2010/6/2,0.7336
906,2010/6/3,-0.7645
906,2010/6/4,0.4507
906,2010/6/7,-1.4135
906,2010/6/8,0.3382
906,2010/6/9,2.9146
906,2010/6/10,-0.7735
906,2010/6/11,0.0725
906,2010/6/17,-0.764
906,2010/6/18,-2.3551
906,2010/6/21,3.0699
906,2010/6/22,0.2896
906,2010/6/23,-0.8291
906,2010/6/24,-0.0221
906,2010/6/25,-0.9949
906,2010/6/28,-0.9606
906,2010/6/29,-4.8687
906,2010/6/30,-1.3278
906,2010/7/1,-1.4781
906,2010/7/2,0.0901
906,2010/7/5,-0.786
906,2010/7/6,2.2134
906,2010/7/7,0.8809
906,2010/7/8,-0.2708
906,2010/7/9,2.8117
906,2010/7/12,1.1002
906,2010/7/13,-1.5612
906,2010/7/14,0.7751
906,2010/7/15,-1.8571
906,2010/7/16,0.3672
906,2010/7/19,2.4654
906,2010/7/20,2.3627
906,2010/7/21,0.2104
906,2010/7/22,1.2973
906,2010/7/23,0.3002
906,2010/7/26,0.8329
906,2010/7/27,-0.4198
906,2010/7/28,2.3975
906,2010/7/29,0.5653
906,2010/7/30,-0.2537
906,2010/8/2,1.725
906,2010/8/3,-1.7539
906,2010/8/4,0.6046
906,2010/8/5,-0.538
906,2010/8/6,1.7527
906,2010/8/9,0.8705
906,2010/8/10,-3.158
906,2010/8/11,0.775
906,2010/8/12,-1.2191
906,2010/8/13,1.5297
906,2010/8/16,2.3272
906,2010/8/17,0.7145
906,2010/8/18,-0.127
906,2010/8/19,0.4775
906,2010/8/20,-1.9821
906,2010/8/23,0.1748
906,2010/8/24,0.7076
906,2010/8/25,-2.2609
906,2010/8/26,0.3714
906,2010/8/27,0.413
906,2010/8/30,2.1808
906,2010/8/31,-0.0816
906,2010/9/1,-0.83
906,2010/9/2,1.5131
906,2010/9/3,0.1914
906,2010/9/6,1.3001
906,2010/9/7,0.359
906,2010/9/8,0.1812
906,2010/9/9,-1.6902
906,2010/9/10,0.4286
906,2010/9/13,1.2291
906,2010/9/14,0.1563
906,2010/9/15,-1.6974
906,2010/9/16,-2.0735
906,2010/9/17,0.0464
906,2010/9/20,-0.5937
906,2010/9/21,0.1563
906,2010/9/27,1.9719
906,2010/9/28,-0.7151
906,2010/9/29,-0.5332
906,2010/9/30,1.954
906,2010/10/8,3.32
906,2010/10/11,2.2452
906,2010/10/12,1.0276
906,2010/10/13,1.2096
906,2010/10/14,-0.7004
906,2010/10/15,2.4571
906,2010/10/18,-0.777
906,2010/10/19,2.341
906,2010/10/20,0.5526
906,2010/10/21,-0.2838
906,2010/10/22,0.3183
906,2010/10/25,2.8892
906,2010/10/26,-0.0805
906,2010/10/27,-1.5963
906,2010/10/28,-0.1102
906,2010/10/29,-0.0989
906,2010/11/1,2.7771
906,2010/11/2,-0.3427
906,2010/11/3,-1.289
906,2010/11/4,1.9632
906,2010/11/5,1.2722
906,2010/11/8,1.1701
906,2010/11/9,-0.3314
906,2010/11/10,-0.4343
906,2010/11/11,0.0081
906,2010/11/12,-6.1699
906,2010/11/15,1.2664
906,2010/11/16,-4.1598
906,2010/11/17,-2.6502
906,2010/11/18,1.4615
906,2010/11/19,1.5275
906,2010/11/22,0.2159
906,2010/11/23,-1.9466
906,2010/11/24,2.4072
906,2010/11/25,1.342
906,2010/11/26,-0.8115
906,2010/11/29,0.0031
906,2010/11/30,-1.9316
906,2010/12/1,0.01
906,2010/12/2,0.5563
906,2010/12/3,-0.1339
906,2010/12/6,-0.2813
906,2010/12/7,1.1684
906,2010/12/8,-0.7259
906,2010/12/9,-1.6773
906,2010/12/10,1.3065
906,2010/12/13,3.0361
906,2010/12/14,0.5286
906,2010/12/15,-0.5549
906,2010/12/16,-0.452
906,2010/12/17,-0.0517
906,2010/12/20,-1.3973
906,2010/12/21,1.9306
906,2010/12/22,-1.0139
906,2010/12/23,-1.1626
906,2010/12/24,-1.0039
906,2010/12/27,-2.2276
906,2010/12/28,-1.9523
906,2010/12/29,0.8697
906,2010/12/30,0.1432
906,2010/12/31,2.134
