Scode,Coname,ActlDt
2,万科A,2014/10/27
2,万科A,2015/3/31
2,万科A,2015/4/27
2,万科A,2015/8/17
2,万科A,2015/10/28
2,万科A,2016/3/14
2,万科A,2016/4/28
2,万科A,2016/8/22
2,万科A,2016/10/28
2,万科A,2017/3/27
2,万科A,2017/4/28
2,万科A,2017/8/25
2,万科A,2017/10/27
2,万科A,2018/3/27
2,万科A,2018/4/26
2,万科A,2018/8/21
2,万科A,2018/10/26
2,万科A,2019/3/26
2,万科A,2019/4/30
4,国农科技,2002/3/27
4,国农科技,2002/4/25
4,国农科技,2002/8/20
4,国农科技,2003/4/16
4,国农科技,2003/10/27
4,国农科技,2004/4/20
4,国农科技,2004/4/29
4,国农科技,2004/8/21
4,国农科技,2004/10/27
4,国农科技,2005/4/19
4,国农科技,2005/4/27
4,国农科技,2005/8/20
4,国农科技,2005/10/25
4,国农科技,2006/4/20
4,国农科技,2006/4/28
4,国农科技,2006/8/19
4,国农科技,2006/10/30
4,国农科技,2007/4/27
4,国农科技,2007/4/28
4,国农科技,2007/8/24
4,国农科技,2007/10/27
4,国农科技,2008/4/24
4,国农科技,2008/4/24
4,国农科技,2008/8/20
4,国农科技,2008/10/25
4,国农科技,2009/4/20
4,国农科技,2009/4/30
4,国农科技,2009/8/15
4,国农科技,2009/10/24
4,国农科技,2010/4/17
4,国农科技,2010/4/26
4,国农科技,2010/8/20
4,国农科技,2010/10/30
4,国农科技,2011/4/23
4,国农科技,2011/8/27
4,国农科技,2011/10/29
4,国农科技,2012/4/21
4,国农科技,2012/8/9
4,国农科技,2012/10/26
4,国农科技,2013/4/20
4,国农科技,2013/8/27
4,国农科技,2013/10/26
4,国农科技,2014/4/22
4,国农科技,2014/4/22
4,国农科技,2014/8/29
4,国农科技,2014/10/25
4,国农科技,2015/4/30
4,国农科技,2015/8/27
4,国农科技,2015/10/31
4,国农科技,2016/4/30
4,国农科技,2016/8/31
4,国农科技,2016/10/29
4,国农科技,2017/4/11
4,国农科技,2017/4/29
4,国农科技,2017/8/31
4,国农科技,2017/10/27
4,国农科技,2018/4/28
4,国农科技,2018/4/28
4,国农科技,2018/8/25
4,国农科技,2018/10/31
4,国农科技,2019/4/26
4,国农科技,2019/4/26
5,世纪星源,2002/4/18
5,世纪星源,2002/4/27
5,世纪星源,2003/4/15
5,世纪星源,2003/4/24
5,世纪星源,2003/10/30
5,世纪星源,2004/4/29
5,世纪星源,2004/8/27
5,世纪星源,2004/10/29
5,世纪星源,2005/4/25
5,世纪星源,2005/4/29
5,世纪星源,2005/8/25
5,世纪星源,2005/10/26
5,世纪星源,2006/4/28
5,世纪星源,2006/4/28
5,世纪星源,2006/8/26
5,世纪星源,2006/10/28
5,世纪星源,2007/4/30
5,世纪星源,2007/4/30
5,世纪星源,2007/8/27
5,世纪星源,2007/10/29
5,世纪星源,2008/4/26
5,世纪星源,2008/4/30
5,世纪星源,2008/8/28
5,世纪星源,2008/10/29
5,世纪星源,2009/4/28
5,世纪星源,2009/4/28
5,世纪星源,2009/8/28
5,世纪星源,2009/10/30
5,世纪星源,2010/4/30
5,世纪星源,2010/4/30
5,世纪星源,2010/8/30
5,世纪星源,2010/10/29
5,世纪星源,2011/4/30
5,世纪星源,2011/4/30
5,世纪星源,2011/8/31
5,世纪星源,2011/10/29
5,世纪星源,2012/4/24
5,世纪星源,2012/4/24
5,世纪星源,2012/8/29
5,世纪星源,2012/10/27
5,世纪星源,2013/4/24
5,世纪星源,2013/8/28
5,世纪星源,2013/10/30
5,世纪星源,2014/4/26
5,世纪星源,2014/8/29
5,世纪星源,2014/10/29
5,世纪星源,2015/4/11
5,世纪星源,2015/4/28
5,世纪星源,2015/7/25
5,世纪星源,2015/10/30
5,世纪星源,2016/4/27
5,世纪星源,2016/8/25
5,世纪星源,2016/10/31
5,世纪星源,2017/4/27
5,世纪星源,2017/8/26
5,世纪星源,2017/10/31
5,世纪星源,2018/4/21
5,世纪星源,2018/4/21
5,世纪星源,2018/8/30
5,世纪星源,2018/10/30
5,世纪星源,2019/4/25
5,世纪星源,2019/4/25
6,深振业A,2002/4/16
6,深振业A,2002/8/24
6,深振业A,2003/4/26
6,深振业A,2003/8/19
6,深振业A,2003/10/25
6,深振业A,2004/4/21
6,深振业A,2004/4/28
6,深振业A,2004/8/19
6,深振业A,2004/10/23
6,深振业A,2005/4/15
6,深振业A,2005/4/22
6,深振业A,2005/8/18
6,深振业A,2005/10/28
6,深振业A,2006/4/1
6,深振业A,2006/4/22
6,深振业A,2006/8/19
6,深振业A,2006/10/24
6,深振业A,2007/3/24
6,深振业A,2007/4/21
6,深振业A,2007/8/16
6,深振业A,2007/10/30
6,深振业A,2008/3/29
6,深振业A,2008/4/22
6,深振业A,2008/8/2
6,深振业A,2008/10/15
6,深振业A,2009/4/25
6,深振业A,2009/8/12
6,深振业A,2009/10/31
6,深振业A,2010/3/17
6,深振业A,2010/4/21
6,深振业A,2010/8/7
6,深振业A,2010/10/30
6,深振业A,2011/3/31
6,深振业A,2011/4/22
6,深振业A,2011/8/3
6,深振业A,2011/10/29
6,深振业A,2012/4/18
6,深振业A,2012/4/19
6,深振业A,2012/8/11
6,深振业A,2012/10/20
6,深振业A,2013/3/30
6,深振业A,2013/4/25
6,深振业A,2013/8/15
6,深振业A,2013/10/25
6,深振业A,2014/3/15
6,深振业A,2014/4/23
6,深振业A,2014/8/15
6,深振业A,2014/10/28
6,深振业A,2015/4/1
6,深振业A,2015/4/24
6,深振业A,2015/8/29
6,深振业A,2015/10/28
6,深振业A,2016/3/30
6,深振业A,2016/4/23
6,深振业A,2016/8/19
6,深振业A,2016/10/31
6,深振业A,2017/3/30
6,深振业A,2017/4/27
6,深振业A,2017/8/18
6,深振业A,2017/10/28
6,深振业A,2018/3/30
6,深振业A,2018/4/27
6,深振业A,2018/8/17
6,深振业A,2018/10/27
6,深振业A,2019/3/30
6,深振业A,2019/4/30
7,全新好,2001/10/26
7,全新好,2002/4/11
7,全新好,2002/8/15
7,全新好,2003/4/12
7,全新好,2003/4/25
7,全新好,2003/8/30
7,全新好,2004/4/17
7,全新好,2004/4/28
7,全新好,2004/8/14
7,全新好,2004/10/25
7,全新好,2005/4/23
7,全新好,2005/4/30
7,全新好,2005/8/26
7,全新好,2005/10/29
7,全新好,2006/4/28
7,全新好,2006/8/26
7,全新好,2006/10/26
7,全新好,2007/4/20
7,全新好,2007/4/27
7,全新好,2007/8/25
7,全新好,2007/10/27
7,全新好,2008/4/22
7,全新好,2008/4/29
7,全新好,2008/8/21
7,全新好,2008/10/25
7,全新好,2009/4/24
7,全新好,2009/4/29
7,全新好,2009/8/22
7,全新好,2009/10/30
7,全新好,2010/4/21
7,全新好,2010/4/27
7,全新好,2010/8/24
7,全新好,2010/10/27
7,全新好,2011/4/23
7,全新好,2011/4/28
7,全新好,2011/8/22
7,全新好,2011/10/21
7,全新好,2012/2/23
7,全新好,2012/4/20
7,全新好,2012/8/14
7,全新好,2012/10/20
7,全新好,2013/4/25
7,全新好,2013/4/26
7,全新好,2013/8/29
7,全新好,2013/10/24
7,全新好,2014/4/26
7,全新好,2014/4/26
7,全新好,2014/8/11
7,全新好,2014/10/23
7,全新好,2015/4/30
7,全新好,2015/4/30
7,全新好,2015/8/31
7,全新好,2015/10/30
7,全新好,2016/4/23
7,全新好,2016/8/30
7,全新好,2016/10/29
7,全新好,2017/4/19
7,全新好,2017/4/29
7,全新好,2017/8/31
7,全新好,2017/10/31
7,全新好,2018/4/24
7,全新好,2018/4/28
7,全新好,2018/8/31
7,全新好,2018/10/31
7,全新好,2019/4/30
7,全新好,2019/4/30
8,神州高铁,2002/4/29
8,神州高铁,2002/8/14
8,神州高铁,2003/4/9
8,神州高铁,2003/4/22
8,神州高铁,2003/7/22
8,神州高铁,2004/2/13
8,神州高铁,2004/4/15
8,神州高铁,2004/8/6
8,神州高铁,2004/10/22
8,神州高铁,2005/2/3
8,神州高铁,2005/4/23
8,神州高铁,2005/8/13
8,神州高铁,2005/10/27
8,神州高铁,2006/2/25
8,神州高铁,2006/4/21
8,神州高铁,2006/7/28
8,神州高铁,2006/10/27
8,神州高铁,2007/3/29
8,神州高铁,2007/4/20
8,神州高铁,2007/7/27
8,神州高铁,2007/10/26
8,神州高铁,2008/3/21
8,神州高铁,2008/4/28
8,神州高铁,2008/8/8
8,神州高铁,2008/10/23
8,神州高铁,2009/3/7
8,神州高铁,2009/4/18
8,神州高铁,2009/8/7
8,神州高铁,2009/10/22
8,神州高铁,2010/3/27
8,神州高铁,2010/4/23
8,神州高铁,2010/8/19
8,神州高铁,2010/10/25
8,神州高铁,2011/2/25
8,神州高铁,2011/4/23
8,神州高铁,2011/7/30
8,神州高铁,2011/10/26
8,神州高铁,2012/3/3
8,神州高铁,2012/4/27
8,神州高铁,2012/8/7
8,神州高铁,2012/10/27
8,神州高铁,2013/3/29
8,神州高铁,2013/4/27
8,神州高铁,2013/8/15
8,神州高铁,2013/10/26
8,神州高铁,2014/3/29
8,神州高铁,2014/4/24
8,神州高铁,2014/8/1
8,神州高铁,2014/10/25
8,神州高铁,2015/2/10
8,神州高铁,2015/4/29
8,神州高铁,2015/8/29
8,神州高铁,2015/10/31
8,神州高铁,2016/4/27
8,神州高铁,2016/4/30
8,神州高铁,2016/8/25
8,神州高铁,2016/10/26
8,神州高铁,2017/4/1
8,神州高铁,2017/4/27
8,神州高铁,2017/8/30
8,神州高铁,2017/10/31
8,神州高铁,2018/4/26
8,神州高铁,2018/4/28
8,神州高铁,2018/8/25
8,神州高铁,2018/10/20
8,神州高铁,2019/4/25
8,神州高铁,2019/4/27
9,中国宝安,2001/4/18
9,中国宝安,2002/4/20
9,中国宝安,2002/8/24
9,中国宝安,2003/4/26
9,中国宝安,2003/8/23
9,中国宝安,2003/10/25
9,中国宝安,2004/4/24
9,中国宝安,2004/8/21
9,中国宝安,2004/10/23
9,中国宝安,2005/4/23
9,中国宝安,2005/8/27
9,中国宝安,2005/10/22
9,中国宝安,2006/4/29
9,中国宝安,2006/8/19
9,中国宝安,2006/10/26
9,中国宝安,2007/4/18
9,中国宝安,2007/4/26
9,中国宝安,2007/8/23
9,中国宝安,2007/10/27
9,中国宝安,2008/3/8
9,中国宝安,2008/4/25
9,中国宝安,2008/8/7
9,中国宝安,2008/10/25
9,中国宝安,2009/4/25
9,中国宝安,2009/8/28
9,中国宝安,2009/10/31
9,中国宝安,2010/3/27
9,中国宝安,2010/4/30
9,中国宝安,2010/8/17
9,中国宝安,2010/10/30
9,中国宝安,2011/3/23
9,中国宝安,2011/4/27
9,中国宝安,2011/8/26
9,中国宝安,2011/10/27
9,中国宝安,2012/4/26
9,中国宝安,2012/8/29
9,中国宝安,2012/10/27
9,中国宝安,2013/4/27
9,中国宝安,2013/8/28
9,中国宝安,2013/10/29
9,中国宝安,2014/4/26
9,中国宝安,2014/8/22
9,中国宝安,2014/10/30
9,中国宝安,2015/4/29
9,中国宝安,2015/4/29
9,中国宝安,2015/8/28
9,中国宝安,2015/10/31
9,中国宝安,2016/4/29
9,中国宝安,2016/4/29
9,中国宝安,2016/8/30
9,中国宝安,2016/10/28
9,中国宝安,2017/4/27
9,中国宝安,2017/8/30
9,中国宝安,2017/10/28
9,中国宝安,2018/4/28
9,中国宝安,2018/4/28
9,中国宝安,2018/8/30
9,中国宝安,2018/10/30
9,中国宝安,2019/4/30
9,中国宝安,2019/4/30
10,*ST美丽,2001/8/15
10,*ST美丽,2002/3/26
10,*ST美丽,2003/4/19
10,*ST美丽,2003/8/23
10,*ST美丽,2003/10/31
10,*ST美丽,2004/4/24
10,*ST美丽,2004/4/29
10,*ST美丽,2004/8/19
10,*ST美丽,2004/10/29
10,*ST美丽,2005/4/12
10,*ST美丽,2005/4/22
10,*ST美丽,2005/8/23
10,*ST美丽,2005/10/29
10,*ST美丽,2006/4/29
10,*ST美丽,2006/8/19
10,*ST美丽,2006/10/26
10,*ST美丽,2007/2/13
10,*ST美丽,2007/4/24
10,*ST美丽,2007/8/7
10,*ST美丽,2007/10/31
10,*ST美丽,2008/4/29
10,*ST美丽,2008/4/29
10,*ST美丽,2008/8/13
10,*ST美丽,2008/10/23
10,*ST美丽,2009/4/16
10,*ST美丽,2009/4/17
10,*ST美丽,2009/8/17
10,*ST美丽,2009/10/22
10,*ST美丽,2010/4/22
10,*ST美丽,2010/4/23
10,*ST美丽,2010/8/25
10,*ST美丽,2010/10/28
10,*ST美丽,2011/4/29
10,*ST美丽,2011/4/30
10,*ST美丽,2011/8/24
10,*ST美丽,2011/10/22
10,*ST美丽,2012/4/27
10,*ST美丽,2012/8/28
10,*ST美丽,2012/10/27
10,*ST美丽,2013/3/29
10,*ST美丽,2013/4/25
10,*ST美丽,2013/8/28
10,*ST美丽,2013/10/24
10,*ST美丽,2014/4/25
10,*ST美丽,2014/4/29
10,*ST美丽,2014/8/15
10,*ST美丽,2014/10/24
10,*ST美丽,2015/3/28
10,*ST美丽,2015/4/29
10,*ST美丽,2015/8/18
10,*ST美丽,2015/10/27
10,*ST美丽,2016/4/27
10,*ST美丽,2016/4/29
10,*ST美丽,2016/8/24
10,*ST美丽,2016/10/25
10,*ST美丽,2017/4/22
10,*ST美丽,2017/4/28
10,*ST美丽,2017/8/29
10,*ST美丽,2017/10/28
10,*ST美丽,2018/4/27
10,*ST美丽,2018/4/27
10,*ST美丽,2018/8/31
10,*ST美丽,2018/10/30
10,*ST美丽,2019/4/25
10,*ST美丽,2019/4/30
11,深物业A,2001/4/12
11,深物业A,2002/4/27
11,深物业A,2002/8/15
11,深物业A,2003/4/19
11,深物业A,2003/8/13
11,深物业A,2003/10/24
11,深物业A,2004/4/19
11,深物业A,2004/4/30
11,深物业A,2004/8/14
11,深物业A,2004/10/19
11,深物业A,2005/3/1
11,深物业A,2005/4/20
11,深物业A,2005/8/13
11,深物业A,2005/10/22
11,深物业A,2006/3/11
11,深物业A,2006/4/20
11,深物业A,2006/8/16
11,深物业A,2006/10/21
11,深物业A,2007/4/28
11,深物业A,2007/4/30
11,深物业A,2007/8/14
11,深物业A,2007/10/31
11,深物业A,2008/4/15
11,深物业A,2008/4/26
11,深物业A,2008/8/14
11,深物业A,2008/10/27
11,深物业A,2009/4/27
11,深物业A,2009/4/29
11,深物业A,2009/8/13
11,深物业A,2009/10/12
11,深物业A,2010/2/9
11,深物业A,2010/4/26
11,深物业A,2010/7/31
11,深物业A,2010/10/25
11,深物业A,2011/4/26
11,深物业A,2011/4/30
11,深物业A,2011/7/30
11,深物业A,2011/10/25
11,深物业A,2012/3/30
11,深物业A,2012/4/25
11,深物业A,2012/8/23
11,深物业A,2012/10/31
11,深物业A,2013/3/30
11,深物业A,2013/4/27
11,深物业A,2013/8/10
11,深物业A,2013/10/29
11,深物业A,2014/4/1
11,深物业A,2014/4/28
11,深物业A,2014/8/12
11,深物业A,2014/10/23
11,深物业A,2015/4/1
11,深物业A,2015/4/30
11,深物业A,2015/8/15
11,深物业A,2015/10/30
11,深物业A,2016/3/31
11,深物业A,2016/4/30
11,深物业A,2016/8/27
11,深物业A,2016/10/29
11,深物业A,2017/3/31
11,深物业A,2017/4/29
11,深物业A,2017/8/31
11,深物业A,2017/10/31
11,深物业A,2018/3/30
11,深物业A,2018/4/27
11,深物业A,2018/8/22
11,深物业A,2018/10/31
11,深物业A,2019/3/30
11,深物业A,2019/4/30
12,南玻A,2002/4/27
12,南玻A,2002/8/3
12,南玻A,2003/7/29
12,南玻A,2003/10/27
12,南玻A,2004/3/16
12,南玻A,2004/4/21
12,南玻A,2004/8/4
12,南玻A,2004/10/23
12,南玻A,2005/3/22
12,南玻A,2005/4/23
12,南玻A,2005/8/16
12,南玻A,2005/10/20
12,南玻A,2006/3/21
12,南玻A,2006/4/29
12,南玻A,2006/8/1
12,南玻A,2006/10/27
12,南玻A,2007/3/20
12,南玻A,2007/4/24
12,南玻A,2007/8/14
12,南玻A,2007/10/31
12,南玻A,2008/3/19
12,南玻A,2008/4/16
12,南玻A,2008/8/5
12,南玻A,2008/10/21
12,南玻A,2009/3/31
12,南玻A,2009/4/22
12,南玻A,2009/8/4
12,南玻A,2009/10/20
12,南玻A,2010/3/30
12,南玻A,2010/4/16
12,南玻A,2010/7/22
12,南玻A,2010/10/23
12,南玻A,2011/3/22
12,南玻A,2011/4/22
12,南玻A,2011/8/9
12,南玻A,2011/10/26
12,南玻A,2012/3/27
12,南玻A,2012/4/24
12,南玻A,2012/8/21
12,南玻A,2012/10/30
12,南玻A,2013/3/26
12,南玻A,2013/4/25
12,南玻A,2013/8/6
12,南玻A,2013/10/22
12,南玻A,2014/3/25
12,南玻A,2014/4/22
12,南玻A,2014/8/5
12,南玻A,2014/10/29
12,南玻A,2015/3/31
12,南玻A,2015/4/30
12,南玻A,2015/8/18
12,南玻A,2015/10/28
12,南玻A,2016/3/25
12,南玻A,2016/4/25
12,南玻A,2016/8/16
12,南玻A,2016/10/28
12,南玻A,2017/4/28
12,南玻A,2017/8/22
12,南玻A,2017/10/27
12,南玻A,2018/4/23
12,南玻A,2018/4/28
12,南玻A,2018/8/28
12,南玻A,2018/10/30
12,南玻A,2019/4/17
12,南玻A,2019/4/26
13,*ST石化A,2004/8/27
14,沙河股份,2001/7/21
14,沙河股份,2002/2/7
14,沙河股份,2002/4/27
14,沙河股份,2003/1/24
14,沙河股份,2003/4/23
14,沙河股份,2003/7/17
14,沙河股份,2004/3/30
14,沙河股份,2004/4/30
14,沙河股份,2004/7/31
14,沙河股份,2004/10/29
14,沙河股份,2005/4/23
14,沙河股份,2005/8/5
14,沙河股份,2005/10/25
14,沙河股份,2006/4/26
14,沙河股份,2006/4/26
14,沙河股份,2006/8/25
14,沙河股份,2006/10/27
14,沙河股份,2007/4/24
14,沙河股份,2007/8/25
14,沙河股份,2007/10/31
14,沙河股份,2008/4/26
14,沙河股份,2008/4/26
14,沙河股份,2008/8/30
14,沙河股份,2008/10/28
14,沙河股份,2009/4/25
14,沙河股份,2009/8/26
14,沙河股份,2009/10/31
14,沙河股份,2010/3/20
14,沙河股份,2010/4/30
14,沙河股份,2010/8/27
14,沙河股份,2010/10/30
14,沙河股份,2011/4/25
14,沙河股份,2011/8/31
14,沙河股份,2011/10/29
14,沙河股份,2012/3/23
14,沙河股份,2012/4/26
14,沙河股份,2012/8/30
14,沙河股份,2012/10/31
14,沙河股份,2013/3/29
14,沙河股份,2013/4/22
14,沙河股份,2013/8/22
14,沙河股份,2013/10/29
14,沙河股份,2014/3/31
14,沙河股份,2014/4/24
14,沙河股份,2014/8/23
14,沙河股份,2014/10/30
14,沙河股份,2015/3/31
14,沙河股份,2015/4/25
14,沙河股份,2015/8/22
14,沙河股份,2015/10/29
14,沙河股份,2016/3/31
14,沙河股份,2016/4/23
14,沙河股份,2016/8/27
14,沙河股份,2016/10/29
14,沙河股份,2017/3/30
14,沙河股份,2017/4/26
14,沙河股份,2017/8/31
14,沙河股份,2017/10/31
14,沙河股份,2018/3/29
14,沙河股份,2018/4/27
14,沙河股份,2018/8/29
14,沙河股份,2018/10/27
14,沙河股份,2019/3/30
14,沙河股份,2019/4/26
16,深康佳A,2001/8/29
16,深康佳A,2002/4/11
16,深康佳A,2002/8/26
16,深康佳A,2003/4/21
16,深康佳A,2003/4/22
16,深康佳A,2003/8/22
16,深康佳A,2003/10/28
16,深康佳A,2004/4/20
16,深康佳A,2004/4/27
16,深康佳A,2004/8/11
16,深康佳A,2004/10/26
16,深康佳A,2005/4/19
16,深康佳A,2005/4/29
16,深康佳A,2005/8/27
16,深康佳A,2005/10/26
16,深康佳A,2006/4/27
16,深康佳A,2006/4/27
16,深康佳A,2006/8/19
16,深康佳A,2006/10/25
16,深康佳A,2007/4/19
16,深康佳A,2007/4/26
16,深康佳A,2007/8/24
16,深康佳A,2007/10/31
16,深康佳A,2008/4/8
16,深康佳A,2008/4/28
16,深康佳A,2008/8/23
16,深康佳A,2008/10/29
16,深康佳A,2009/4/30
16,深康佳A,2009/8/27
16,深康佳A,2009/10/23
16,深康佳A,2010/4/30
16,深康佳A,2010/4/30
16,深康佳A,2010/8/31
16,深康佳A,2010/10/27
16,深康佳A,2011/4/28
16,深康佳A,2011/8/27
16,深康佳A,2011/10/29
16,深康佳A,2012/4/27
16,深康佳A,2012/8/28
16,深康佳A,2012/10/26
16,深康佳A,2013/4/27
16,深康佳A,2013/4/27
16,深康佳A,2013/8/31
16,深康佳A,2013/10/30
16,深康佳A,2014/4/4
16,深康佳A,2014/4/15
16,深康佳A,2014/8/28
16,深康佳A,2014/10/28
16,深康佳A,2015/4/3
16,深康佳A,2015/4/29
16,深康佳A,2015/8/29
16,深康佳A,2015/10/29
16,深康佳A,2016/4/8
16,深康佳A,2016/4/29
16,深康佳A,2016/8/30
16,深康佳A,2016/10/29
16,深康佳A,2017/3/31
16,深康佳A,2017/4/29
16,深康佳A,2017/8/25
16,深康佳A,2017/10/28
16,深康佳A,2018/3/31
16,深康佳A,2018/4/28
16,深康佳A,2018/8/31
16,深康佳A,2018/10/31
16,深康佳A,2019/3/30
16,深康佳A,2019/4/30
17,深中华A,2002/4/19
17,深中华A,2002/8/28
17,深中华A,2003/4/26
17,深中华A,2003/10/25
17,深中华A,2004/4/21
17,深中华A,2004/4/27
17,深中华A,2004/8/21
17,深中华A,2004/10/26
17,深中华A,2005/4/29
17,深中华A,2005/4/29
17,深中华A,2005/8/20
17,深中华A,2005/10/29
17,深中华A,2006/4/29
17,深中华A,2006/4/29
17,深中华A,2006/8/22
17,深中华A,2006/10/27
17,深中华A,2007/4/28
17,深中华A,2007/4/28
17,深中华A,2007/8/23
17,深中华A,2007/10/27
17,深中华A,2008/4/30
17,深中华A,2008/7/30
17,深中华A,2008/10/23
17,深中华A,2009/4/25
17,深中华A,2009/4/25
17,深中华A,2009/8/15
17,深中华A,2009/10/31
17,深中华A,2010/4/27
17,深中华A,2010/8/11
17,深中华A,2010/10/28
17,深中华A,2011/4/27
17,深中华A,2011/8/19
17,深中华A,2011/10/26
17,深中华A,2012/4/21
17,深中华A,2012/8/17
17,深中华A,2012/10/26
17,深中华A,2013/4/27
17,深中华A,2013/8/24
17,深中华A,2013/10/29
17,深中华A,2014/4/28
17,深中华A,2014/8/13
17,深中华A,2014/10/29
17,深中华A,2015/4/3
17,深中华A,2015/4/30
17,深中华A,2015/8/20
17,深中华A,2015/10/29
17,深中华A,2016/4/25
17,深中华A,2016/4/27
17,深中华A,2016/8/26
17,深中华A,2016/10/28
17,深中华A,2017/4/27
17,深中华A,2017/4/28
17,深中华A,2017/8/30
17,深中华A,2017/10/27
17,深中华A,2018/4/18
17,深中华A,2018/4/26
17,深中华A,2018/8/22
17,深中华A,2018/10/26
17,深中华A,2019/4/20
17,深中华A,2019/4/30
18,*ST神城,2001/8/10
18,*ST神城,2002/3/23
18,*ST神城,2002/8/10
18,*ST神城,2003/4/8
18,*ST神城,2003/4/26
18,*ST神城,2003/8/13
18,*ST神城,2003/10/28
18,*ST神城,2004/4/20
18,*ST神城,2004/4/28
18,*ST神城,2004/8/26
18,*ST神城,2004/10/28
18,*ST神城,2005/4/14
18,*ST神城,2005/4/27
18,*ST神城,2005/8/20
18,*ST神城,2005/10/26
18,*ST神城,2006/1/24
18,*ST神城,2006/4/25
18,*ST神城,2006/8/29
18,*ST神城,2006/10/25
18,*ST神城,2007/2/10
18,*ST神城,2007/4/26
18,*ST神城,2007/8/27
18,*ST神城,2007/10/30
18,*ST神城,2008/4/30
18,*ST神城,2008/4/30
18,*ST神城,2008/7/31
18,*ST神城,2008/10/30
18,*ST神城,2009/4/23
18,*ST神城,2009/8/19
18,*ST神城,2009/10/30
18,*ST神城,2010/4/9
18,*ST神城,2010/4/28
18,*ST神城,2010/8/21
18,*ST神城,2010/10/26
18,*ST神城,2011/4/29
18,*ST神城,2011/8/30
18,*ST神城,2011/10/31
18,*ST神城,2012/4/24
18,*ST神城,2012/8/16
18,*ST神城,2012/10/29
18,*ST神城,2013/4/23
18,*ST神城,2013/8/22
18,*ST神城,2013/10/25
18,*ST神城,2014/2/28
18,*ST神城,2014/4/28
18,*ST神城,2014/8/28
18,*ST神城,2014/10/30
18,*ST神城,2015/2/11
18,*ST神城,2015/4/30
18,*ST神城,2015/8/31
18,*ST神城,2015/10/31
18,*ST神城,2016/4/15
18,*ST神城,2016/4/30
18,*ST神城,2016/8/27
18,*ST神城,2016/10/26
18,*ST神城,2017/4/28
18,*ST神城,2017/4/29
18,*ST神城,2017/8/12
18,*ST神城,2017/10/28
18,*ST神城,2018/4/25
18,*ST神城,2018/4/28
18,*ST神城,2018/8/31
18,*ST神城,2018/10/31
18,*ST神城,2019/4/30
18,*ST神城,2019/4/30
