permno,pilu,date,cumret,group
2027,1,2016-04-22,0.9324053193712841,1
2440,1,2016-04-19,0.932456274345555,1
300078,1,2016-03-31,0.932513830323942,1
850,1,2016-03-01,0.932864561533525,1
2574,1,2016-04-08,0.932972868760413,1
2137,1,2016-03-29,0.9330483429476559,1
600754,1,2016-03-31,0.933196486945024,1
300144,1,2016-02-29,0.9333140771335531,1
600510,1,2016-04-19,0.9335480102409549,1
566,1,2016-04-26,0.9335802891078471,1
603311,1,2016-04-20,0.9336143431786249,1
2402,1,2016-02-03,0.9336614875901608,1
2695,1,2016-03-11,0.934208235514141,1
600515,1,2016-03-28,0.9344942943311321,1
1979,1,2016-03-29,0.934655058784928,1
600061,1,2016-03-31,0.935199019232896,1
600579,1,2016-04-14,0.935441705249985,1
600188,1,2016-03-30,0.935479532996879,1
601113,1,2016-04-20,0.935750936374225,1
2450,1,2016-04-21,0.936297515735092,1
300212,1,2016-04-08,0.9366048742168191,1
300319,1,2016-04-19,0.9367582643782529,1
300498,1,2016-04-14,0.9373571596576241,1
601137,1,2016-03-15,0.9376871393870378,1
603088,1,2016-04-21,0.93799331241763,1
2128,1,2016-03-29,0.938258910897104,1
2241,1,2016-03-29,0.9391180965170329,1
2104,1,2016-04-21,0.9398589990554009,1
601777,1,2016-04-21,0.939918471588606,1
600821,1,2016-04-21,0.9400555563840001,1
2519,1,2016-04-20,0.94043718286179,1
600026,1,2016-03-30,0.9409767271497909,1
2337,1,2016-04-21,0.9410796132385729,1
2653,1,2016-03-16,0.941146217918799,1
2390,1,2016-04-21,0.941856559977442,1
2004,1,2016-04-20,0.9419802304538349,1
603,1,2016-04-12,0.9419949180222379,1
417,1,2016-04-21,0.942266359229921,1
300103,1,2016-03-29,0.94252151902493,1
300159,1,2016-04-18,0.9425860379568041,1
600391,1,2016-03-29,0.943788240013527,1
2692,1,2016-04-21,0.944118666870828,1
300204,1,2016-03-01,0.9441445140805759,1
600063,1,2016-01-29,0.9445321804960201,1
601177,1,2016-04-20,0.944861377996856,1
600400,1,2016-02-23,0.94512434551586,1
300427,1,2016-04-15,0.94537916785212,1
603789,1,2016-04-20,0.9455194933229799,1
2535,1,2016-03-29,0.945618291857148,1
600785,1,2016-02-04,0.9457498729160279,1
2503,1,2016-03-04,0.9464293970197,1
528,1,2016-03-29,0.947249602480208,1
2785,1,2016-04-20,0.9473097096050771,1
60,1,2016-03-31,0.947458072850479,1
600100,1,2016-04-20,0.947822552369353,1
600585,1,2016-03-24,0.9480338403107429,1
2139,1,2016-04-19,0.9483457693287008,1
29,1,2016-03-30,0.948496344424154,1
2658,1,2016-03-10,0.948545660335687,1
600602,1,2016-03-11,0.9485490169173071,1
600551,1,2016-04-20,0.9485532254811619,1
600377,1,2016-03-28,0.94871094992699,1
600722,1,2016-01-29,0.948880922869723,2
603686,1,2016-04-12,0.949143383267383,2
600152,1,2016-04-19,0.9492029491020342,2
2593,1,2016-04-12,0.9492833684623458,2
861,1,2016-04-21,0.9493471458239999,2
2172,1,2016-03-10,0.9495004850341271,2
2538,1,2016-03-10,0.9495666927467451,2
2294,1,2016-03-22,0.94960019779947,2
2090,1,2016-03-08,0.9496874340082081,2
685,1,2016-03-29,0.9496936497433449,2
680,1,2016-04-21,0.9498777699600001,2
600206,1,2016-03-15,0.9504641041691031,2
600893,1,2016-04-21,0.9505633947652379,2
300143,1,2016-03-16,0.950576116610083,2
601088,1,2016-03-25,0.950716774592868,2
2204,1,2016-04-21,0.9509041615966921,2
963,1,2016-03-18,0.951079505117158,2
601800,1,2016-03-29,0.951285079879013,2
300122,1,2016-03-01,0.9514443642353609,2
989,1,2016-04-21,0.9516265043426809,2
600399,1,2016-03-30,0.951664290294252,2
710,1,2016-04-06,0.951811623605475,2
600769,1,2016-02-02,0.952087257629938,2
567,1,2016-03-01,0.952095898802668,2
885,1,2016-03-23,0.95252187033852,2
2001,1,2016-04-19,0.9525302746600279,2
2292,1,2016-03-31,0.952547761921798,2
600070,1,2016-03-01,0.952671234665389,2
2758,1,2016-04-15,0.9527029265006909,2
2689,1,2016-04-21,0.9528420586072,2
22,1,2016-03-28,0.9529771301064979,2
42,1,2016-03-29,0.953018248709417,2
600011,1,2016-03-23,0.953131124053945,2
878,1,2016-03-31,0.953871558199607,2
525,1,2016-04-19,0.954377402480254,2
971,1,2016-02-02,0.9543989558912621,2
2490,1,2016-03-31,0.954464540772002,2
2228,1,2016-04-15,0.954523796546598,2
2384,1,2016-04-21,0.954581935162352,2
544,1,2016-04-21,0.954641653152,2
11,1,2016-03-31,0.9547936166419351,2
2030,1,2016-03-31,0.954812595182227,2
600699,1,2016-04-20,0.954895972838316,2
600573,1,2016-04-20,0.9549790000000001,2
666,1,2016-03-29,0.954995686788308,2
601005,1,2016-03-31,0.955392250317692,2
902,1,2016-04-25,0.955706426577627,2
601015,1,2016-04-19,0.956132,2
600980,1,2016-03-29,0.9562755003938629,2
300281,1,2016-04-12,0.9562767328532199,2
601377,1,2016-03-31,0.956280797943107,2
897,1,2016-04-26,0.9563500237744829,2
2461,1,2016-03-31,0.9564172459593101,2
2475,1,2016-04-21,0.956950497362762,2
300418,1,2016-04-11,0.957185812914955,2
600486,1,2016-03-15,0.9572066334695228,2
2049,1,2016-04-12,0.9572284164510891,2
2163,1,2016-04-20,0.9572831317809151,2
703,1,2016-04-18,0.957326,2
600858,1,2016-03-29,0.9573855179765621,2
601928,1,2016-04-21,0.9575677547638309,2
39,1,2016-03-29,0.9575897574814771,2
2119,1,2016-03-29,0.957724229527432,2
757,1,2016-03-10,0.9578382575696899,2
600380,1,2016-03-29,0.9581548939167951,2
300044,1,2016-03-29,0.9582323538921991,2
600798,1,2016-03-29,0.9585629670477981,2
600983,1,2016-04-20,0.9586595544687471,2
2398,1,2016-03-29,0.9588506776354592,2
603698,1,2016-04-08,0.958977671790943,2
2155,1,2016-03-31,0.958984357364894,2
2340,1,2016-04-25,0.9590162197423199,2
600680,1,2016-04-26,0.959089323451059,2
502,1,2016-03-10,0.9593430718236999,2
300440,1,2016-04-19,0.959400641552,2
600971,1,2016-03-29,0.9594443351776222,2
300223,1,2016-03-29,0.9594527555348149,2
661,1,2016-03-11,0.9596773192475441,2
2265,1,2016-03-29,0.95994169012315,2
2309,1,2016-04-21,0.9602212135210991,2
300090,1,2016-03-31,0.960247195005345,2
671,1,2016-03-31,0.9602683083517181,2
2378,1,2016-04-12,0.9604524555546109,2
2341,1,2016-03-08,0.9605951064056151,2
587,1,2016-04-27,0.96078185823273,2
300496,1,2016-04-21,0.9609105394237779,2
601258,1,2016-04-21,0.9609298786898829,2
600327,1,2016-04-20,0.961086957452607,2
939,1,2016-04-21,0.9611849108399999,2
300307,1,2016-03-29,0.9614490935985559,2
2499,1,2016-04-01,0.9615004801349499,2
2236,1,2016-02-29,0.9617128501142429,2
600137,1,2016-04-20,0.961748455536,2
600021,1,2016-03-29,0.9617586868091039,2
798,1,2016-04-29,0.9619193803964108,2
2020,1,2016-03-15,0.962090856761477,2
2649,1,2016-03-16,0.962249945033374,2
2024,1,2016-03-31,0.962285793243937,2
2182,1,2016-04-19,0.962441061749295,2
600662,1,2016-04-12,0.9643941954532191,2
70,1,2016-04-21,0.96448012515888,2
603015,1,2016-04-26,0.964481685793505,2
2395,1,2016-03-29,0.9647959651500401,2
600660,1,2016-03-21,0.9647975768309781,2
601098,1,2016-04-21,0.964937808899848,2
738,1,2016-04-19,0.9649506224583622,2
600366,1,2016-03-31,0.965300538690491,2
600615,1,2016-04-21,0.9654309999999999,2
2235,1,2016-03-10,0.9657784975421229,2
300138,1,2016-03-29,0.9660373258356979,2
600283,1,2016-03-31,0.966076814027825,2
601628,1,2016-03-24,0.9665313259442121,2
300342,1,2016-04-20,0.966565,2
600737,1,2016-04-12,0.966638553210112,2
600252,1,2016-03-29,0.9667125067332929,2
601633,1,2016-03-25,0.9671569802135579,2
898,1,2016-03-31,0.9672367649016509,2
600684,1,2016-03-31,0.9673023210263639,2
600221,1,2016-03-25,0.96733706210283,2
600724,1,2016-03-29,0.9674439063575091,2
46,1,2016-03-31,0.9675017840720029,2
600326,1,2016-03-29,0.9676778018051422,2
2473,1,2016-03-22,0.9679171088532421,2
2760,1,2016-04-19,0.968096743872533,2
151,1,2016-03-30,0.96826098439,2
300356,1,2016-04-14,0.9682690741376121,2
601618,1,2016-03-30,0.968406030918217,2
2783,1,2016-04-19,0.968484624338614,2
600062,1,2016-03-11,0.9688486285126121,2
601998,1,2016-03-24,0.9689232869254671,2
601919,1,2016-03-31,0.968976456124077,2
2256,1,2016-03-10,0.96900188587625,2
911,1,2016-04-01,0.969305302389005,2
600320,1,2016-03-29,0.9693499104019091,2
2110,1,2016-03-31,0.96946992155302,2
600884,1,2016-04-15,0.9695613431836858,2
2474,1,2016-03-31,0.969771399492832,2
2733,1,2016-03-29,0.969843563054965,2
600311,1,2016-04-19,0.9700448085529642,2
425,1,2016-03-31,0.9701214457407958,3
2467,1,2016-03-31,0.9701339222901949,3
600837,1,2016-03-31,0.970141682622543,3
601218,1,2016-04-20,0.970215767329,3
300294,1,2016-04-08,0.970290048876266,3
601186,1,2016-03-31,0.9703655753824479,3
2160,1,2016-04-21,0.9703728885950521,3
2428,1,2016-03-31,0.970677996815644,3
600276,1,2016-04-13,0.971349405044055,3
2332,1,2016-03-31,0.9713662666160371,3
600325,1,2016-04-08,0.9716439808502099,3
600523,1,2016-04-18,0.9716670000000001,3
300352,1,2016-04-19,0.971687982889034,3
600547,1,2016-03-31,0.972204800166571,3
600593,1,2016-03-11,0.9722357814391009,3
2010,1,2016-03-29,0.9723539153828159,3
732,1,2016-03-18,0.972557863739417,3
919,1,2016-03-29,0.9726635920504971,3
600855,1,2016-03-29,0.9727016542119791,3
2370,1,2016-03-29,0.97271459339443,3
600376,1,2016-04-21,0.972749081156,3
2075,1,2016-03-31,0.9728146885940379,3
601012,1,2016-03-25,0.9729965243747071,3
2586,1,2016-03-29,0.973090242579493,3
731,1,2016-03-29,0.9731073948038571,3
2597,1,2016-03-29,0.973238450400042,3
2448,1,2016-03-10,0.9733296381118821,3
603009,1,2016-04-20,0.973333,3
600117,1,2016-04-29,0.9735090974767329,3
300441,1,2016-03-03,0.973541781383184,3
600516,1,2016-04-15,0.9736825219109209,3
601808,1,2016-03-30,0.9738875738037092,3
601766,1,2016-03-30,0.9738930676945341,3
600071,1,2016-02-29,0.974039050591197,3
14,1,2016-03-31,0.9740463807282379,3
2330,1,2016-03-15,0.9741509648744779,3
600138,1,2016-04-21,0.974486567373511,3
600639,1,2016-04-05,0.974517169173115,3
2579,1,2016-04-18,0.974559823248,3
600459,1,2016-04-08,0.9745656946955671,3
2763,1,2016-04-12,0.9748702840539759,3
551,1,2016-03-29,0.974967093136231,3
2321,1,2016-04-08,0.9750279723760059,3
2642,1,2016-03-31,0.9750962991124269,3
2471,1,2016-03-31,0.9753591093630379,3
600027,1,2016-03-25,0.975555541426754,3
300302,1,2016-04-19,0.9756530000000001,3
2476,1,2016-04-21,0.975806,3
603766,1,2016-04-08,0.975813119509376,3
300083,1,2016-04-19,0.975884142832,3
600130,1,2016-03-29,0.975932748681817,3
2363,1,2016-04-06,0.9761265654136669,3
2687,1,2016-03-29,0.976154630309058,3
600165,1,2016-04-29,0.976242238877502,3
2437,1,2016-04-19,0.976251616332698,3
2457,1,2016-03-29,0.97628571840057,3
601390,1,2016-03-31,0.9763219857749641,3
2229,1,2016-03-30,0.976344939134744,3
600958,1,2016-03-14,0.976459178834916,3
586,1,2016-03-29,0.9765164912602121,3
2589,1,2016-04-20,0.97654919664104,3
2557,1,2016-03-09,0.976574580961159,3
600103,1,2016-04-20,0.976642971755,3
705,1,2016-04-21,0.976651,3
807,1,2016-04-18,0.976667,3
600058,1,2016-03-31,0.9767895832261478,3
36,1,2016-04-27,0.9769655830750541,3
2610,1,2016-04-19,0.976997221144484,3
600896,1,2016-03-29,0.977082133659103,3
300105,1,2016-03-10,0.977094797776884,3
603026,1,2016-03-15,0.977270348618816,3
300210,1,2016-03-25,0.9774482868468809,3
600340,1,2016-03-30,0.9776607918032479,3
601866,1,2016-03-31,0.977690440182799,3
600163,1,2016-03-10,0.9776975292350949,3
601179,1,2016-03-31,0.9779576359286549,3
2399,1,2016-04-21,0.97806650658297,3
600706,1,2016-04-19,0.978209006694427,3
600678,1,2016-04-22,0.978209020723627,3
2338,1,2016-04-14,0.97822585436231,3
600739,1,2016-03-29,0.9782628613456149,3
300447,1,2016-04-19,0.9784309999999999,3
300300,1,2016-04-21,0.978503,3
300085,1,2016-04-12,0.978597809677365,3
600119,1,2016-03-29,0.9786332439483572,3
2269,1,2016-04-18,0.978932,3
601958,1,2016-04-12,0.978992722593203,3
2365,1,2016-03-31,0.9790521412873561,3
2183,1,2016-04-26,0.979175980517587,3
300414,1,2016-03-10,0.9792223891618629,3
300052,1,2016-03-25,0.9792457791466129,3
600178,1,2016-04-12,0.979260037258584,3
600225,1,2016-04-21,0.9793509937282869,3
600851,1,2016-04-20,0.979383721837,3
2250,1,2016-02-05,0.9796845031376271,3
2449,1,2016-03-28,0.9797591238605121,3
639,1,2016-03-22,0.979864394162372,3
501,1,2016-04-21,0.979894721547274,3
600676,1,2016-03-29,0.979932181189859,3
2723,1,2016-04-20,0.980166543299818,3
300153,1,2016-04-19,0.980197352897149,3
735,1,2016-03-31,0.9801984870186929,3
600167,1,2016-04-21,0.980245,3
600240,1,2016-04-29,0.980245355282504,3
2578,1,2016-03-29,0.9804623192540669,3
600273,1,2016-03-15,0.980571324328649,3
600478,1,2016-04-19,0.9806954795519741,3
600012,1,2016-03-28,0.980862870979955,3
300261,1,2016-04-19,0.980961373827885,3
58,1,2016-03-30,0.9809825137623459,3
2565,1,2016-04-18,0.98112986116,3
600353,1,2016-04-14,0.981207689805407,3
600655,1,2016-03-30,0.9812372597749291,3
600666,1,2016-03-11,0.981265784265986,3
2130,1,2016-04-12,0.981317721746862,3
2725,1,2016-03-29,0.9814049542973441,3
600831,1,2016-04-20,0.9814958027104409,3
600665,1,2016-03-31,0.9815136975202601,3
600871,1,2016-03-31,0.981558018750146,3
600335,1,2016-04-07,0.981584,3
2322,1,2016-04-21,0.981619527276166,3
300328,1,2016-03-29,0.981678907519501,3
600019,1,2016-03-31,0.9818433271061608,3
2100,1,2016-04-19,0.981959895254823,3
600808,1,2016-03-31,0.9821213959353331,3
2240,1,2016-02-29,0.982150558498918,3
2318,1,2016-03-29,0.982159243704143,3
600874,1,2016-03-30,0.9823550113841659,3
166,1,2016-04-27,0.9823802293228291,3
26,1,2016-03-10,0.9824626632681909,3
600207,1,2016-04-21,0.98249,3
603599,1,2016-04-15,0.9824914337139801,3
2533,1,2016-03-31,0.9826416688822521,3
600085,1,2016-03-22,0.9826513476382489,3
603118,1,2016-03-31,0.9827093026145091,3
2740,1,2016-03-07,0.982730113513713,3
2630,1,2016-03-30,0.982808014757338,3
300086,1,2016-04-18,0.982838004220249,3
2488,1,2016-04-13,0.9828475790523641,3
600493,1,2016-03-31,0.982975430813281,4
600343,1,2016-03-31,0.9830189078304971,4
48,1,2016-04-26,0.983182970884319,4
600959,1,2016-04-19,0.9831977158336059,4
928,1,2016-03-11,0.9832220350636349,4
300032,1,2016-04-19,0.9833076933176459,4
600997,1,2016-03-31,0.983338987918529,4
338,1,2016-03-31,0.9835678361973851,4
600743,1,2016-04-26,0.9836490500274899,4
601898,1,2016-03-23,0.983717136610367,4
600795,1,2016-04-12,0.98379100542889,4
600460,1,2016-04-08,0.98394950955754,4
300379,1,2016-04-19,0.9841479999999999,4
600227,1,2016-04-12,0.9841782235465891,4
662,1,2016-04-21,0.9842860000000001,4
601688,1,2016-03-30,0.984303715141493,4
779,1,2016-03-25,0.984454459393665,4
600056,1,2016-03-29,0.9845118001479342,4
600818,1,2016-04-08,0.984667080410746,4
686,1,2016-04-20,0.984715,4
603669,1,2016-04-15,0.9848017432036992,4
2400,1,2016-03-31,0.9849184393430841,4
600965,1,2016-03-23,0.98496016260636,4
601333,1,2016-03-30,0.9851819127772661,4
300375,1,2016-03-15,0.9852211414635742,4
600449,1,2016-03-24,0.985239366915667,4
600217,1,2016-03-01,0.9852571385278229,4
969,1,2016-03-31,0.9854364892416551,4
600279,1,2016-03-18,0.9854560511182361,4
600261,1,2016-04-06,0.9855195091449019,4
600758,1,2016-04-21,0.985590485884748,4
600776,1,2016-04-19,0.9855947098411991,4
2217,1,2016-04-20,0.9856111157780001,4
2216,1,2016-04-19,0.9856342770466859,4
600110,1,2016-03-29,0.985706504256767,4
2238,1,2016-03-31,0.985811471484876,4
300245,1,2016-03-11,0.985925658196431,4
300181,1,2016-04-08,0.985947561341834,4
600802,1,2016-04-26,0.9862562222360541,4
600583,1,2016-03-17,0.986282150282996,4
600029,1,2016-03-31,0.9863663104948058,4
2433,1,2016-03-29,0.986584847870104,4
2410,1,2016-03-31,0.9867221422313031,4
600508,1,2016-03-23,0.9868816740151009,4
2708,1,2016-04-18,0.986894352266349,4
601311,1,2016-04-18,0.986929760111,4
677,1,2016-03-10,0.9869441848935359,4
881,1,2016-03-29,0.987050232533826,4
600562,1,2016-02-02,0.9872151771549491,4
300218,1,2016-03-28,0.9872344635201659,4
2253,1,2016-03-29,0.987240424167575,4
600597,1,2016-04-19,0.987526637376162,4
300378,1,2016-03-28,0.9876544881067081,4
600572,1,2016-04-12,0.987720634178869,4
988,1,2016-03-31,0.9878096611130591,4
600083,1,2016-04-29,0.9878478742222591,4
600151,1,2016-04-12,0.98793085397675,4
600269,1,2016-03-29,0.9881295454437299,4
600196,1,2016-03-30,0.9881801578257321,4
960,1,2016-04-22,0.988204532118375,4
300029,1,2016-04-21,0.9883620000000001,4
2465,1,2016-04-19,0.98842311418,4
951,1,2016-04-01,0.98860108494853,4
601600,1,2016-03-18,0.9886508285483859,4
601968,1,2016-03-31,0.988775898436242,4
601588,1,2016-03-31,0.988799028693545,4
300111,1,2016-03-11,0.9889232211619051,4
2344,1,2016-04-19,0.989042460777843,4
532,1,2016-03-29,0.989178887424513,4
2033,1,2016-03-15,0.989282058781489,4
778,1,2016-04-19,0.989434131517069,4
600790,1,2016-03-31,0.989460100937636,4
600051,1,2016-03-29,0.989689386574644,4
600999,1,2016-03-01,0.9897605584740509,4
600720,1,2016-03-25,0.989782540491079,4
2502,1,2016-04-01,0.9898372136508571,4
6,1,2016-03-30,0.99000959021393,4
300373,1,2016-03-28,0.990095131967159,4
600653,1,2016-04-05,0.990175151789891,4
2436,1,2016-03-15,0.99026049569903,4
300113,1,2016-04-15,0.990308,4
601872,1,2016-03-24,0.9903271186034979,4
300080,1,2016-03-16,0.990340796688244,4
600372,1,2016-03-30,0.990384107000461,4
905,1,2016-03-18,0.9904053239775992,4
2768,1,2016-02-25,0.990538853597745,4
601518,1,2016-04-20,0.9905435793883071,4
519,1,2016-03-15,0.990642205383207,4
2668,1,2016-04-20,0.9906571653663709,4
300195,1,2016-04-08,0.9907004815426709,4
600232,1,2016-04-12,0.990873192008331,4
603021,1,2016-04-08,0.991194922178343,4
600609,1,2016-03-31,0.9912308226383629,4
635,1,2016-03-29,0.9912619067092121,4
300229,1,2016-03-30,0.9912712448941501,4
2371,1,2016-03-31,0.991285089501067,4
300214,1,2016-03-31,0.9913894962186709,4
2486,1,2016-04-15,0.991424,4
300205,1,2016-04-13,0.991454120950637,4
2355,1,2016-04-15,0.991488864010503,4
2101,1,2016-03-29,0.9915988524980591,4
300388,1,2016-04-18,0.9916969999999999,4
600780,1,2016-03-29,0.991767223267021,4
600298,1,2016-03-11,0.991846337805994,4
2532,1,2016-03-31,0.991941299310362,4
2125,1,2016-03-10,0.992013104617713,4
2140,1,2016-03-31,0.9920925850506859,4
603368,1,2016-03-29,0.9921236212429659,4
2438,1,2016-04-12,0.99217835324137,4
403,1,2016-04-21,0.9921998553329999,4
2451,1,2016-03-25,0.99226561664276,4
300406,1,2016-03-31,0.99226578586034,4
600068,1,2016-03-30,0.9922866281189548,4
601007,1,2016-03-29,0.9923932660030781,4
600600,1,2016-03-29,0.992510640195645,4
78,1,2016-04-21,0.99255047743668,4
600681,1,2016-04-15,0.992662048655328,4
903,1,2016-03-22,0.992760187619583,4
2690,1,2016-04-08,0.992893874312086,4
300176,1,2016-03-16,0.9930982201877301,4
2580,1,2016-03-31,0.993371149517883,4
300333,1,2016-04-15,0.9934139999999999,4
600171,1,2016-03-29,0.9934169529274302,4
2613,1,2016-03-31,0.993417174965305,4
600630,1,2016-03-31,0.993455109765474,4
2115,1,2016-03-31,0.9935072622266609,4
600641,1,2016-03-10,0.993536564764739,4
2462,1,2016-04-13,0.9938370000000001,4
300416,1,2016-03-29,0.9938921113497071,4
2554,1,2016-04-15,0.9939937876860641,4
2541,1,2016-03-10,0.9940008758631759,4
601939,1,2016-03-31,0.9940465751745771,4
972,1,2016-02-26,0.9940562117597559,4
600794,1,2016-04-13,0.994061075076835,4
529,1,2016-03-30,0.99411370716527,4
600020,1,2016-04-21,0.9941969999999999,4
600016,1,2016-03-31,0.994749721400319,4
2406,1,2016-04-19,0.9947554171231628,4
600089,1,2016-04-19,0.9947726147828699,4
600036,1,2016-03-31,0.9947803669527991,5
600636,1,2016-03-25,0.99484449328439,5
2526,1,2016-04-20,0.994973219526,5
601328,1,2016-03-30,0.99500352093458,5
603818,1,2016-04-18,0.995046912964867,5
2749,1,2016-04-19,0.9950709999999999,5
300282,1,2016-04-15,0.995084802209529,5
600804,1,2016-04-18,0.9951276632080001,5
600682,1,2016-03-30,0.9951839333105451,5
2202,1,2016-03-30,0.995215705291308,5
601933,1,2016-04-28,0.995226978423422,5
600260,1,2016-04-11,0.995458423112,5
958,1,2016-03-30,0.9955068617865351,5
601016,1,2016-03-31,0.9955406102045541,5
665,1,2016-03-31,0.995557728546263,5
300295,1,2016-04-15,0.995602367045523,5
600476,1,2016-04-19,0.995603,5
600115,1,2016-03-31,0.9956174700795091,5
2025,1,2016-04-12,0.9956229478859828,5
600702,1,2016-04-12,0.9956848379987858,5
300069,1,2016-04-05,0.9958472785581329,5
2153,1,2016-03-31,0.99587720210538,5
2782,1,2016-04-18,0.995981163056,5
603223,1,2016-04-29,0.996018288375408,5
538,1,2016-04-19,0.9960701650584979,5
545,1,2016-04-19,0.996207,5
300400,1,2016-04-12,0.9963962366833059,5
157,1,2016-03-31,0.996553210514748,5
600135,1,2016-03-30,0.996783657054957,5
603126,1,2016-03-28,0.996846835827595,5
600865,1,2016-03-31,0.9969111955965742,5
300252,1,2016-04-19,0.997144,5
600015,1,2016-04-19,0.99718674620269,5
2422,1,2016-03-30,0.9973755940002859,5
600744,1,2016-03-30,0.9975011174464008,5
423,1,2016-03-10,0.997570750234136,5
300158,1,2016-04-19,0.9976459999999999,5
601818,1,2016-03-30,0.997661825120413,5
96,1,2016-04-12,0.9976964007094828,5
300475,1,2016-03-28,0.9977951869903471,5
603000,1,2016-04-15,0.997882998643049,5
2041,1,2016-04-18,0.9978872134989529,5
601398,1,2016-03-31,0.9979132750455592,5
601555,1,2016-04-20,0.997914893529093,5
600073,1,2016-04-22,0.9980680000000001,5
2585,1,2016-02-26,0.9981944734012259,5
2396,1,2016-03-30,0.998208857779343,5
600238,1,2016-04-15,0.9982125499711519,5
600505,1,2016-03-31,0.9982495418533571,5
300438,1,2016-04-13,0.9982582213470671,5
600961,1,2016-04-15,0.998283705308369,5
601668,1,2016-04-19,0.9984101627912441,5
2732,1,2016-02-04,0.9984677297167129,5
601929,1,2016-03-31,0.998539264301081,5
625,1,2016-04-19,0.998590306267363,5
975,1,2016-02-03,0.99866677021524,5
600315,1,2016-03-11,0.9988677501603879,5
908,1,2016-03-30,0.9988955448938299,5
603333,1,2016-04-19,0.99905688593728,5
2050,1,2016-04-15,0.999098788216604,5
600316,1,2016-03-30,0.999193412542434,5
89,1,2016-03-25,0.9993276244375029,5
300407,1,2016-04-19,0.9994209999999999,5
27,1,2016-04-15,0.999422411075492,5
600416,1,2016-02-25,0.9995148601845769,5
600007,1,2016-03-24,0.999572959588946,5
2023,1,2016-03-29,0.999718154244306,5
300269,1,2016-04-19,0.99982626200214,5
2446,1,2016-04-18,0.9999461773200001,5
300283,1,2016-03-04,0.999948588834207,5
2263,1,2016-04-19,1.0,5
600708,1,2016-04-22,1.0,5
600694,1,2016-04-07,1.00014597304654,5
603885,1,2016-04-13,1.00022361578097,5
