"","permno","pilu","date","cumret"
"1470",697,3,2016-08-18,0.963390451340685
"1471",697,4,2016-10-26,0.971347183758016
"1472",697,7,2017-08-30,0.961062610743304
"1473",697,8,2017-10-31,1.00156600489157
"1474",697,9,2018-04-03,1.08652980632625
"1475",697,10,2018-04-27,0.999036420750756
"1476",697,11,2018-08-29,0.998254041154887
"1477",697,12,2018-10-09,1.08486047520327
"1478",698,1,2016-03-30,1.01665703199098
"1479",698,2,2016-04-28,1.0382351107725
"1480",698,3,2016-08-26,1.00573085550915
"1481",698,4,2016-10-27,0.983414543790218
"1482",698,5,2017-03-30,0.96085660439222
"1483",698,6,2017-04-28,0.993675370603587
"1484",698,8,2017-10-31,0.974960736363188
"1485",698,9,2018-03-30,1.00753612652263
"1486",698,10,2018-04-27,0.958873316289874
"1487",698,11,2018-08-24,0.936903672282611
"1488",698,12,2018-10-26,1.00877102814152
"1489",700,2,2016-04-29,1.12702213476449
"1490",700,4,2016-10-27,0.97686920464251
"1491",700,6,2017-04-28,1.00225749302339
"1492",700,8,2017-10-31,0.9537568425446
"1493",700,9,2018-04-26,0.975437632223601
"1494",700,11,2018-08-28,0.975926518932201
"1495",700,12,2018-10-30,1.02708707005007
"1496",701,2,2016-04-28,0.973610524682336
"1497",701,4,2016-10-27,0.985974952477351
"1498",701,5,2017-04-26,0.925659287605422
"1499",701,7,2017-08-30,0.988228411848646
"1500",701,11,2018-08-22,0.972095023922114
"1501",702,1,2016-04-08,1.06939095010577
"1502",702,2,2016-04-28,1.05528072109581
"1503",702,3,2016-08-26,1.01533458021803
"1504",702,4,2016-10-26,1.00964096387834
"1505",702,5,2017-04-14,0.973383397267614
"1506",702,6,2017-04-26,0.99703134375763
"1507",702,7,2017-08-24,1.06286374000413
"1508",702,8,2017-10-26,0.998828699132896
"1509",702,9,2018-04-04,0.983988326622096
"1510",702,10,2018-04-26,0.990627431435611
"1511",702,11,2018-08-24,0.95366746127329
"1512",702,12,2018-10-26,1.05066685088139
"1513",703,1,2016-04-18,0.957326
"1514",703,2,2016-04-25,1.035714
"1515",703,3,2016-08-25,1.02010607882439
"1516",703,5,2017-03-21,0.995964184039733
"1517",703,6,2017-04-18,0.978323699409221
"1518",703,7,2017-08-29,1.00844678713166
"1519",703,8,2017-10-20,0.981072236404091
"1520",703,9,2018-04-17,0.982713908232
"1521",703,10,2018-04-25,1.009933884536
"1522",703,11,2018-08-28,1.01512422582537
"1523",703,12,2018-10-16,0.959777848634001
"1524",703,19,2018-04-23,0.975946856117024
"1525",705,1,2016-04-21,0.976651
"1526",705,2,2016-04-28,0.98498
"1527",705,3,2016-07-19,1.02254338026331
"1528",705,4,2016-10-26,0.960870434879441
"1529",705,5,2017-03-31,0.95495902999108
"1530",705,7,2017-08-04,1.04419429191106
"1531",705,9,2018-03-30,1.06267485429432
"1532",705,10,2018-04-19,0.955301342931624
"1533",705,11,2018-08-09,0.981582546491341
"1534",705,12,2018-10-31,1.01509203854067
"1535",707,1,2016-04-20,1.00491802758
"1536",707,2,2016-04-28,1.032216328146
"1537",707,3,2016-08-31,1.05270645715852
"1538",707,4,2016-10-31,1.01780401136241
"1539",707,5,2017-03-28,0.974970239923515
"1540",707,6,2017-04-28,0.945678070194684
"1541",707,7,2017-08-31,1.00210038770074
"1542",707,8,2017-10-31,0.968036320635963
"1543",707,11,2018-08-30,0.998720303431573
"1544",707,12,2018-10-31,1.01587772771967
"1545",708,2,2016-04-19,1.03728639737005
"1546",708,3,2016-08-11,1.0204436634428
"1547",708,7,2017-08-18,0.941675988980294
"1548",708,8,2017-10-27,1.02139553113198
"1549",708,9,2018-03-08,1.00250100588285
"1550",708,11,2018-08-16,1.01618491039053
"1551",710,1,2016-04-06,0.951811623605475
"1552",710,2,2016-04-28,1.02189699117526
"1553",710,7,2017-08-31,1.04927741687055
"1554",710,8,2017-10-27,1.03069860845949
"1555",710,9,2018-04-12,1.06981164412475
"1556",710,10,2018-04-27,1.06717818803729
"1557",710,11,2018-08-22,1.00607054882114
"1558",710,12,2018-10-31,1.05522180273747
"1559",711,2,2016-04-27,0.943323308925427
"1560",711,3,2016-08-30,1.05918724125465
"1561",711,5,2017-03-16,0.855143135177555
"1562",711,8,2017-10-25,0.975695161766238
"1563",711,12,2018-10-30,0.668789286100881
"1564",713,5,2017-04-19,0.977941
"1565",713,6,2017-04-26,0.997753
"1566",713,7,2017-08-18,1.01630687280424
"1567",713,8,2017-10-30,0.963885401358715
"1568",713,11,2018-07-27,0.982935791300078
"1569",715,1,2016-03-31,1.13340374298849
"1570",715,4,2016-10-25,1.07195588182314
"1571",715,9,2018-03-23,0.983564495397755
"1572",715,10,2018-04-20,1.01904819507812
"1573",715,11,2018-08-23,0.987408686554158
"1574",716,8,2017-10-27,1.03448306795171
"1575",716,9,2018-04-24,0.958496389434966
"1576",717,3,2016-08-31,0.950392186648811
"1577",717,4,2016-10-27,1.01131351884584
"1578",717,6,2017-04-27,0.964468921355088
"1579",717,9,2018-03-06,0.969355125066833
"1580",717,10,2018-04-20,1.03386659529146
"1581",717,11,2018-08-28,0.9119060163468
"1582",717,12,2018-10-30,1.01535712393534
"1583",718,3,2016-08-31,0.994619240393302
"1584",718,4,2016-10-28,1.03544374494747
"1585",718,5,2017-03-31,0.97817897330854
"1586",718,7,2017-08-25,1.00618437381441
"1587",718,8,2017-10-27,1.00183856808752
"1588",718,9,2018-04-13,1.002475
"1589",718,10,2018-04-20,1.017595
"1590",718,11,2018-08-22,0.998573464653373
"1591",718,12,2018-10-25,1.01356037552732
"1592",718,19,2018-04-20,1.0025179336535
"1593",719,1,2016-04-12,1.02714174829617
"1594",719,2,2016-04-28,0.987917938566011
"1595",719,3,2016-08-26,1.00984729289298
"1596",719,5,2017-03-31,0.958357922732317
"1597",719,6,2017-04-28,1.00835523986137
"1598",719,7,2017-08-25,0.989210549279599
"1599",719,8,2017-10-26,0.992234091030683
"1600",719,9,2018-03-29,1.00274464903184
"1601",719,11,2018-08-24,1.0093894467531
"1602",719,12,2018-10-26,1.06576520280468
"1603",721,1,2016-03-25,1.05763155914071
"1604",721,2,2016-04-22,1.02119059780483
"1605",721,3,2016-08-18,1.03239359892692
"1606",721,4,2016-10-27,1.01125447549961
"1607",721,8,2017-10-27,1.00578023110555
"1608",721,9,2018-03-28,1.03527908845147
"1609",721,10,2018-04-26,0.94120764396321
"1610",721,11,2018-08-22,0.933208958906838
"1611",721,12,2018-10-26,1.04666019379128
"1612",722,1,2016-03-25,1.02787888379631
"1613",722,2,2016-04-22,0.92690750206701
"1614",722,3,2016-08-12,0.995195913330533
"1615",722,7,2017-08-18,1.00757013374627
"1616",726,1,2016-03-30,1.03873558910652
"1617",726,2,2016-04-27,0.989909481930576
"1618",726,3,2016-08-31,1.00859768606384
"1619",726,4,2016-10-28,1.00073081466325
"1620",726,5,2017-03-30,1.04028493184185
"1621",726,6,2017-04-28,0.972440820922293
"1622",726,7,2017-08-30,1.00763216027307
"1623",726,8,2017-10-27,0.985677716204895
"1624",726,9,2018-04-17,1.01105240731067
"1625",726,10,2018-04-27,1.00126557274788
"1626",726,11,2018-08-22,0.988753510720946
"1627",726,12,2018-10-31,1.01869312293995
"1628",727,1,2016-03-25,1.11123664034313
"1629",727,2,2016-04-29,0.987805031652457
"1630",727,4,2016-10-28,0.96085345892567
"1631",727,6,2017-04-27,0.956207056106107
"1632",727,7,2017-08-29,0.97340701067804
"1633",727,9,2018-03-28,0.982681751834196
"1634",729,1,2016-04-29,1.02885820829098
"1635",729,3,2016-08-31,0.980314579665002
"1636",729,4,2016-10-27,0.997659484666069
"1637",729,5,2017-04-19,0.980237
"1638",729,6,2017-04-27,1.005731
"1639",729,7,2017-08-28,0.984804193105546
"1640",729,8,2017-10-31,0.984447518930991
"1641",729,11,2018-08-31,0.926492843552331
"1642",729,12,2018-10-31,0.994963126807281
"1643",731,1,2016-03-29,0.973107394803857
"1644",731,2,2016-04-26,0.977282008406716
"1645",731,3,2016-08-23,1.00541935867712
"1646",731,4,2016-10-25,1.06668830192545
"1647",731,5,2017-03-28,0.997038104222276
"1648",731,6,2017-04-19,0.944384647474266
"1649",731,7,2017-08-16,0.93967469324407
"1650",731,8,2017-10-24,1.00984051938098
"1651",731,9,2018-03-27,1.02015668161678
"1652",731,10,2018-04-24,0.990355374640066
"1653",731,11,2018-08-21,1.00649164650555
"1654",731,12,2018-10-30,1.02864103076477
"1655",732,1,2016-03-18,0.972557863739417
"1656",732,2,2016-04-29,0.984313074812272
"1657",732,4,2016-10-28,1.01167054943702
"1658",732,5,2017-04-25,0.986991136675851
"1659",732,7,2017-08-31,0.991255559322862
"1660",732,9,2018-04-18,1.008465
"1661",732,10,2018-04-25,0.940219
"1662",732,19,2018-04-25,0.952430192404813
"1663",733,1,2016-04-12,1.01812763668428
"1664",733,2,2016-04-28,0.993604855675403
"1665",733,4,2016-10-28,0.972730027085597
"1666",733,5,2017-04-17,0.894514041948222
"1667",733,6,2017-04-26,0.970674019512333
"1668",733,7,2017-08-28,1.01099060936751
"1669",733,8,2017-10-27,0.976928104083103
"1670",733,9,2018-04-17,0.95939429861053
"1671",733,10,2018-04-26,1.08551121433828
"1672",733,11,2018-08-28,0.995574270738138
"1673",733,12,2018-10-29,0.983561850480268
"1674",735,1,2016-03-31,0.980198487018693
"1675",735,5,2017-03-31,0.956577813222435
"1676",736,3,2016-08-19,1.32016684502572
"1677",736,4,2016-10-31,1.11592258089976
"1678",736,7,2017-08-25,1.01728459147413
"1679",736,8,2017-10-30,1.04089678657652
"1680",736,9,2018-04-12,1.0252052532754
"1681",736,11,2018-08-30,0.991630929988711
"1682",736,12,2018-10-31,1.0327279306837
"1683",738,1,2016-04-19,0.964950622458362
"1684",738,2,2016-04-27,0.975732928259897
"1685",738,3,2016-08-22,0.997106370725698
"1686",738,4,2016-10-26,0.993482165722582
"1687",738,5,2017-03-15,0.973736117058125
"1688",738,6,2017-04-25,0.970244045078163
"1689",738,7,2017-08-22,0.988209840314184
"1690",738,8,2017-10-27,0.968237819357243
"1691",738,9,2018-03-27,1.01239276856734
"1692",738,10,2018-04-24,0.958603572031009
"1693",738,11,2018-08-23,0.984011211241376
"1694",738,12,2018-10-24,1.02088074091765
"1695",739,1,2016-03-25,1.00041110588561
"1696",739,3,2016-08-24,0.976800660471791
"1697",739,4,2016-10-28,0.966467802527005
"1698",739,5,2017-03-15,0.978747462242568
"1699",739,6,2017-04-26,0.921480954718162
"1700",739,7,2017-08-28,0.981695513515524
"1701",739,8,2017-10-17,0.994587117987162
"1702",739,10,2018-04-11,1.01026345338062
"1703",739,11,2018-08-08,0.924523135368663
"1704",739,12,2018-10-26,1.05750569403722
"1705",750,1,2016-03-30,1.07854275488977
"1706",750,2,2016-04-29,1.01923096108736
"1707",750,3,2016-07-29,0.916373329707872
"1708",750,4,2016-10-28,1.01269922325465
"1709",750,5,2017-03-28,0.983383799584867
"1710",750,6,2017-04-28,0.988531711832506
"1711",750,7,2017-08-29,0.99518255701414
"1712",750,8,2017-10-27,1.01433729608331
"1713",752,3,2016-08-26,0.985047402237397
"1714",752,4,2016-10-28,0.970468779369264
"1715",752,5,2017-04-18,0.961959880056379
"1716",752,6,2017-04-26,1.03619440972506
"1717",752,7,2017-08-30,1.01562031531006
"1718",752,8,2017-10-27,0.963895289574258
"1719",752,9,2018-04-19,0.990719
"1720",752,10,2018-04-26,0.999884
"1721",752,11,2018-08-30,0.907945566332185
"1722",752,12,2018-10-31,1.04875208829552
"1723",752,19,2018-04-26,0.985393902374757
"1724",753,2,2016-04-28,1.00867616989571
"1725",753,6,2017-04-26,0.895427850612209
"1726",755,1,2016-04-01,1.06405524245899
"1727",755,3,2016-08-18,1.16994280206816
"1728",755,4,2016-10-31,0.946005489309077
"1729",755,11,2018-08-28,1.04532256651137
"1730",755,12,2018-10-26,0.981920941861424
"1731",756,1,2016-03-31,1.05066843853596
"1732",756,3,2016-08-30,1.03417408906234
"1733",756,4,2016-10-27,0.975653407023423
"1734",756,5,2017-03-15,1.05899718633191
"1735",756,6,2017-04-19,0.926927547430764
"1736",756,7,2017-08-14,1.09508470130886
"1737",756,8,2017-10-31,0.933116705558309
"1738",756,9,2018-03-26,0.970910365484252
"1739",756,10,2018-04-20,0.99975956559078
"1740",756,11,2018-08-17,0.995493605680784
"1741",756,12,2018-10-23,1.07876865757413
"1742",757,1,2016-03-10,0.95783825756969
"1743",757,4,2016-10-26,0.986957618229053
"1744",757,5,2017-03-10,0.99699659003869
"1745",757,6,2017-04-26,0.940577541039256
"1746",757,7,2017-08-23,1.02731461291658
"1747",757,11,2018-08-29,0.985903232287734
"1748",757,12,2018-10-30,1.2013228054911
"1749",758,1,2016-04-21,1.13160710556592
"1750",758,2,2016-04-29,0.988031137611915
"1751",758,3,2016-08-26,0.892161002261982
"1752",758,4,2016-10-27,0.999721457444095
"1753",758,5,2017-04-18,0.921525439135541
"1754",758,6,2017-04-28,0.996456864703241
"1755",758,7,2017-08-25,0.966561042370528
"1756",758,8,2017-10-31,0.977685043057116
"1757",758,9,2018-04-24,0.969406646525634
"1758",758,11,2018-08-21,0.972384768889025
"1759",758,12,2018-10-31,1.08747975707053
"1760",759,3,2016-08-24,1.02136303558597
"1761",759,4,2016-10-27,0.985079691436608
"1762",759,5,2017-03-30,0.958166899920365
"1763",759,6,2017-04-28,0.989534067601323
"1764",759,8,2017-10-27,1.04444468187012
"1765",759,9,2018-03-28,1.09376229232813
"1766",762,1,2016-03-25,1.02966665488741
"1767",762,2,2016-04-27,0.940998582322032
"1768",762,3,2016-08-25,0.946950985530166
"1769",762,4,2016-10-26,1.04738207204112
"1770",762,5,2017-03-29,1.0028489349094
"1771",762,6,2017-04-26,0.92889505148485
"1772",762,7,2017-08-30,0.993765528374427
"1773",762,8,2017-10-27,0.999454295102935
"1774",762,9,2018-04-19,1.00492623891223
"1775",762,10,2018-04-27,0.985098463023721
"1776",762,11,2018-08-31,0.993378072810228
"1777",762,12,2018-10-31,1.03712819874816
"1778",762,19,2018-04-24,0.979860158472868
"1779",766,3,2016-08-18,1.0686236767147
"1780",766,4,2016-10-20,0.958510732187936
"1781",766,5,2017-04-20,1.0171933534941
"1782",766,6,2017-04-28,0.996392843317018
"1783",766,12,2018-10-30,0.951722459981737
"1784",768,1,2016-03-29,1.00772336675328
"1785",768,2,2016-04-26,0.972605641392982
"1786",768,3,2016-08-23,1.01626481406027
"1787",768,4,2016-10-25,1.04967058380231
"1788",768,5,2017-03-14,0.965924374289803
"1789",768,6,2017-04-25,0.920526424917004
"1790",768,7,2017-08-22,1.00210277628913
"1791",768,9,2018-03-13,1.01621384036519
"1792",768,10,2018-04-27,0.949166775524223
"1793",768,11,2018-08-28,1.03798494526689
"1794",768,12,2018-10-30,0.99746039272102
"1795",776,2,2016-04-29,0.98382132811798
"1796",776,6,2017-04-28,1.03098249525274
"1797",776,10,2018-04-25,0.98881599401309
"1798",776,11,2018-08-30,0.996582646097985
"1799",777,1,2016-03-29,1.06204024721218
"1800",777,2,2016-04-28,1.00128484155124
"1801",777,3,2016-08-23,0.995651439663789
"1802",777,4,2016-10-27,0.989736667401548
"1803",777,5,2017-03-28,1.02684640129202
"1804",777,7,2017-08-29,0.971603382939754
"1805",777,8,2017-10-31,0.967570874771283
"1806",777,9,2018-03-27,0.989279461363852
"1807",777,10,2018-04-27,0.976187331896308
"1808",777,11,2018-08-28,1.02806482308353
"1809",777,12,2018-10-31,1.09381018040613
"1810",778,1,2016-04-19,0.989434131517069
"1811",778,3,2016-08-23,1.00401571442561
"1812",778,4,2016-10-28,0.98229136390213
"1813",778,5,2017-04-25,0.840502912357133
"1814",778,7,2017-08-29,0.967733355446432
"1815",778,8,2017-10-27,1.00826469830258
"1816",778,9,2018-04-10,0.974072152712414
"1817",778,10,2018-04-27,0.968797357760638
"1818",778,11,2018-08-21,0.999429922235359
"1819",778,12,2018-10-30,1.0061226768113
"1820",779,1,2016-03-25,0.984454459393665
"1821",779,6,2017-04-18,0.946749546633082
"1822",779,7,2017-08-16,1.05235040178749
"1823",779,8,2017-10-12,1.05962503183573
"1824",779,9,2018-03-09,1.04775633158275
"1825",779,12,2018-10-31,0.956032897960436
"1826",780,1,2016-04-22,1.10334483392183
"1827",780,3,2016-08-26,0.979742410451181
"1828",780,4,2016-10-28,1.14986365613178
"1829",780,7,2017-08-30,1.05300428186084
"1830",780,8,2017-10-27,1.02605236378639
"1831",780,9,2018-04-11,1.03634997413466
"1832",780,11,2018-08-31,0.970980491766484
"1833",783,3,2016-08-10,1.00727000025181
"1834",783,4,2016-10-28,1.02019025392118
"1835",783,5,2017-03-22,0.974408320441816
"1836",783,8,2017-10-27,1.0096885559337
"1837",783,9,2018-04-26,0.948202777351925
"1838",783,12,2018-10-30,1.16284241465327
"1839",785,4,2016-10-27,1.00613401731841
"1840",785,6,2017-04-28,1.03649192982985
"1841",785,8,2017-10-27,0.957375455901445
"1842",785,10,2018-04-27,0.982038290085023
"1843",785,11,2018-08-30,0.995771143642065
"1844",786,2,2016-04-28,0.99782639442166
"1845",786,3,2016-08-16,1.03654715441269
"1846",786,4,2016-10-28,0.969795445673488
"1847",786,5,2017-03-20,1.01954054793748
"1848",786,6,2017-04-27,0.899141595342359
"1849",786,7,2017-08-21,1.05144147606918
"1850",786,10,2018-04-27,0.981791390542084
"1851",786,12,2018-10-26,0.97814091888371
"1852",790,4,2016-10-18,1.02286671082768
"1853",790,5,2017-03-21,0.978260920221643
"1854",790,6,2017-04-28,0.973083380239429
"1855",790,7,2017-08-18,1.03275357524276
"1856",790,9,2018-03-06,1.18005199359996
"1857",790,10,2018-04-20,0.911865991581011
"1858",790,11,2018-08-31,0.888928338355679
"1859",790,12,2018-10-26,1.00734689028821
"1860",791,1,2016-03-31,1.00622351733802
"1861",791,2,2016-04-29,1.02788441221154
"1862",791,5,2017-03-31,1.09304762468897
"1863",791,7,2017-08-24,0.946574019455544
"1864",791,8,2017-10-27,0.989506516970281
"1865",791,9,2018-04-12,0.987934
"1866",791,10,2018-04-19,0.99
"1867",791,11,2018-08-10,1.01062950175583
"1868",791,12,2018-10-26,1.07375846977493
"1869",791,19,2018-04-19,0.985428301391576
"1870",792,1,2016-04-20,1.00860089502696
"1871",792,3,2016-08-26,0.989252415108196
"1872",792,4,2016-10-28,0.965948154510332
"1873",792,5,2017-03-31,1.00302901002637
"1874",792,7,2017-08-31,1.01333112652645
"1875",792,8,2017-10-31,0.947206024385866
"1876",792,10,2018-04-27,0.928179293440876
"1877",792,11,2018-08-31,1.11487607847427
"1878",792,12,2018-10-31,1.01380937697582
"1879",793,2,2016-04-27,0.922822246707858
"1880",793,3,2016-07-27,0.959769751215066
"1881",793,4,2016-10-28,0.98126184202798
"1882",793,6,2017-04-28,1.02213525783664
"1883",795,1,2016-03-31,1.12141151486137
"1884",795,2,2016-04-21,1.12741381681947
"1885",795,3,2016-08-25,0.981221789607544
"1886",795,4,2016-10-28,0.975834791203336
"1887",795,5,2017-03-10,0.950549212371677
"1888",795,7,2017-08-18,0.887326302313228
"1889",795,8,2017-10-26,1.03337941327621
"1890",795,9,2018-03-09,1.01427275019034
"1891",795,10,2018-04-25,0.977323884533329
"1892",795,11,2018-08-24,0.994827765368364
"1893",795,12,2018-10-25,1.00417522755358
"1894",796,3,2016-08-15,0.991645215508607
"1895",796,5,2017-04-25,1.02047474319387
"1896",796,7,2017-08-24,0.94202974756568
"1897",796,8,2017-10-30,1.02775770364173
"1898",796,11,2018-08-31,1.00428617917316
"1899",796,12,2018-10-30,1.02041282751403
"1900",797,2,2016-04-28,0.999999455177775
"1901",797,4,2016-10-28,1.04428807227631
"1902",797,6,2017-04-26,0.973937148950245
"1903",797,7,2017-08-31,1.00330403521493
"1904",797,9,2018-04-19,1.0061269941
"1905",797,10,2018-04-27,0.987010184288
"1906",797,11,2018-08-31,0.992231916259057
"1907",797,19,2018-04-25,1.02909337774151
"1908",798,1,2016-04-29,0.961919380396411
"1909",798,3,2016-08-19,1.03646267782683
"1910",798,4,2016-10-27,0.99184515115568
"1911",798,5,2017-04-18,0.94363762858734
"1912",798,6,2017-04-26,0.968757292809082
"1913",798,7,2017-08-11,1.01326883601099
"1914",798,8,2017-10-25,0.989269234501049
"1915",798,9,2018-03-30,0.994350674531167
"1916",798,10,2018-04-18,0.984376915800672
"1917",798,11,2018-08-16,0.917494645236876
"1918",798,12,2018-10-19,0.964562863460907
"1919",799,1,2016-04-08,1.03569202771219
"1920",799,2,2016-04-29,1.05450938971218
"1921",799,3,2016-08-05,0.946748928711782
"1922",799,4,2016-10-31,1.0633163661205
"1923",799,5,2017-03-29,0.950985235667574
"1924",799,6,2017-04-27,0.913163101321728
"1925",799,7,2017-08-14,1.19441768900771
"1926",799,8,2017-10-31,1.02152582294265
"1927",799,9,2018-03-09,1.10642550929517
"1928",799,10,2018-04-24,0.979206522599102
"1929",799,11,2018-08-10,0.952030314077549
"1930",799,12,2018-10-26,0.963685842611291
"1931",800,1,2016-04-01,1.0263463713686
"1932",800,7,2017-08-30,0.981161056969854
"1933",800,11,2018-08-31,0.974440977114549
"1934",800,12,2018-10-31,1.17554115550684
"1935",802,1,2016-02-05,1.20223484535949
"1936",802,5,2017-03-17,0.995032579432326
"1937",802,7,2017-08-11,0.964720694158225
"1938",802,8,2017-10-20,0.935723054796706
"1939",802,9,2018-03-06,1.01937243941576
"1940",803,2,2016-04-28,1.11596526201471
"1941",803,9,2018-02-28,1.06573380051059
"1942",803,10,2018-04-27,1.0153318961621
"1943",803,11,2018-08-30,1.05965099608062
"1944",803,12,2018-10-31,1.13534963459268
"1945",806,3,2016-08-19,1.03198630918685
"1946",806,4,2016-10-28,0.977256834867084
"1947",806,5,2017-04-21,0.929854875670104
"1948",806,11,2018-08-31,0.90547637515943
"1949",806,12,2018-10-31,0.943269493626468
"1950",807,1,2016-04-18,0.976667
"1951",807,2,2016-04-25,1.053817
"1952",807,3,2016-04-25,1.09736087164869
"1953",807,4,2016-10-31,1.10070767728406
"1954",807,5,2017-04-07,1.06386512913295
"1955",807,7,2017-08-28,1.06760852883636
"1956",807,9,2018-03-20,0.945885395991569
"1957",807,10,2018-04-27,0.851536613481326
"1958",807,11,2018-08-07,0.974171251003128
"1959",807,12,2018-10-31,1.04447031585726
"1960",810,1,2016-03-25,1.21509465245366
"1961",810,2,2016-04-21,0.859933937157101
"1962",810,3,2016-08-19,1.04576512929969
"1963",810,4,2016-10-25,0.979845003818094
"1964",810,5,2017-03-17,1.00141126395499
"1965",810,6,2017-04-21,0.970342401094701
"1966",810,7,2017-08-25,0.979481147401531
"1967",810,8,2017-10-30,0.992620198912903
"1968",810,9,2018-03-23,0.977131824271285
"1969",810,10,2018-04-17,0.91061161464792
"1970",810,11,2018-08-15,1.00370300404019
"1971",810,12,2018-10-26,1.01186672831546
"1972",811,1,2016-03-31,1.00378797968781
"1973",811,3,2016-08-26,1.01752965794999
"1974",811,4,2016-10-26,1.03306671563143
"1975",811,5,2017-04-13,0.97499986395816
"1976",811,6,2017-04-27,1.01203610477423
"1977",811,8,2017-10-27,1.00618534241006
"1978",811,9,2018-04-11,1.01382960285566
"1979",811,10,2018-04-27,0.95424190086326
"1980",811,11,2018-08-24,0.99047778147103
"1981",812,2,2016-04-22,0.980375763003195
"1982",812,7,2017-08-01,0.952428604775633
"1983",812,8,2017-10-31,0.960048356505706
"1984",812,11,2018-08-02,0.968029025610421
"1985",812,12,2018-10-30,1.08935909333535
"1986",815,1,2016-03-11,1.06461819047579
"1987",815,3,2016-08-31,1.02449934113359
"1988",815,4,2016-10-31,0.995351396898007
"1989",815,5,2017-04-26,0.949687482585173
"1990",815,7,2017-08-25,0.994238413693656
"1991",815,8,2017-10-30,1.02147563680131
"1992",815,9,2018-04-23,0.939613790148533
"1993",815,11,2018-08-31,0.951613420460955
"1994",815,12,2018-10-30,1.01724135855765
"1995",818,7,2017-08-16,1.10484283325607
"1996",818,8,2017-10-10,1.05519273274709
"1997",818,9,2018-02-27,1.08804811232755
"1998",818,10,2018-04-10,1.02821474121253
"1999",818,11,2018-07-10,1.05598173245772
"2000",818,12,2018-10-16,0.906262478174789
"2001",819,1,2016-04-06,1.0310970204108
"2002",819,2,2016-04-28,0.969999630307279
"2003",819,3,2016-08-30,1.01948010908124
"2004",819,4,2016-10-28,0.962053087921686
"2005",819,5,2017-03-28,0.955651553606431
"2006",819,6,2017-04-21,0.99217449272064
"2007",819,7,2017-08-22,1.15559868938859
"2008",819,8,2017-10-27,1.00186629960263
"2009",819,9,2018-03-27,1.28244035863419
"2010",819,10,2018-04-25,0.983371018799253
"2011",819,11,2018-08-21,1.00662341305716
"2012",819,12,2018-10-26,1.0406487349519
"2013",821,2,2016-04-29,1.00550942771408
"2014",821,3,2016-08-24,0.974057263649785
"2015",821,4,2016-10-31,0.993932708977128
"2016",821,8,2017-10-31,1.03333439665953
"2017",821,12,2018-10-30,1.03235733392949
"2018",822,1,2016-03-04,1.06297651875869
"2019",822,2,2016-04-29,0.981445068825058
"2020",822,3,2016-08-12,0.996250463488327
"2021",822,4,2016-10-26,0.983103817653353
"2022",822,6,2017-04-21,0.97939595174526
"2023",822,7,2017-08-04,1.0194632379526
"2024",822,8,2017-10-25,0.971631215353197
"2025",822,9,2018-03-07,1.00546884310147
"2026",822,10,2018-04-25,0.954404933496614
"2027",822,11,2018-08-08,1.04459714158836
"2028",822,12,2018-10-25,0.976388582827903
"2029",823,4,2016-10-31,0.944807279365621
"2030",823,6,2017-04-26,1.04669941805426
"2031",823,11,2018-08-29,0.990406572274756
"2032",823,12,2018-10-31,1.09479348382812
"2033",826,2,2016-04-28,0.996438759592158
"2034",826,3,2016-08-16,1.01112916988262
"2035",826,5,2017-04-19,0.967986767846845
"2036",826,7,2017-08-30,0.95057606997545
"2037",826,8,2017-10-24,1.02641592356639
"2038",826,9,2018-04-10,1.02244853679383
"2039",826,11,2018-08-06,0.915165729542267
"2040",826,12,2018-10-30,0.976223347158115
"2041",828,2,2016-04-28,0.992928947282065
"2042",828,4,2016-10-26,1.02117721981493
"2043",828,6,2017-04-28,1.09421298875336
"2044",828,7,2017-08-23,1.01632688395509
"2045",828,8,2017-10-30,0.993431252204931
"2046",828,9,2018-03-23,0.969006464150789
"2047",828,11,2018-08-27,0.963175569462003
"2048",828,12,2018-10-31,1.03256595688697
"2049",829,3,2016-08-31,1.0261812054704
"2050",829,7,2017-08-31,0.977963231167001
"2051",829,9,2018-04-17,0.92914
"2052",829,10,2018-04-25,1.005931
"2053",829,11,2018-08-31,0.97524157106489
"2054",829,12,2018-10-31,0.964164050204251
"2055",829,19,2018-04-24,0.920373020638625
"2056",831,2,2016-04-28,0.892385210068543
"2057",831,3,2016-08-12,0.992632302286795
"2058",831,4,2016-10-25,1.03182491497518
"2059",831,5,2017-04-14,0.948530130695704
"2060",831,7,2017-08-15,0.97467153924706
"2061",831,10,2018-04-27,0.892921790222101
"2062",831,11,2018-08-10,0.994619974801722
"2063",833,2,2016-04-28,0.898850081193227
"2064",833,3,2016-08-25,1.00418333096079
"2065",833,5,2017-03-29,0.953813599232462
"2066",833,6,2017-04-27,0.99316330329331
"2067",833,7,2017-08-30,0.975662387090152
"2068",833,9,2018-03-14,1.02063413879536
"2069",833,11,2018-08-30,1.0015798821533
"2070",833,12,2018-10-31,1.08329774361386
"2071",836,4,2016-10-28,0.940135275096656
"2072",836,9,2018-04-12,0.971313921000583
"2073",836,11,2018-08-28,0.970614755870478
"2074",836,12,2018-10-31,1.00010011334196
"2075",837,3,2016-08-30,1.01551299155583
"2076",837,4,2016-10-31,0.957430045054895
"2077",837,5,2017-04-25,0.836800004340224
"2078",837,7,2017-08-31,0.974125428223195
"2079",837,8,2017-10-31,0.973684807057014
