"","permno","pilu","date","cumret"
"131",26,7,2017-08-15,1.0091112353329
"132",26,8,2017-10-20,1.03244649336266
"133",26,10,2018-04-25,0.966890503617795
"134",26,11,2018-08-23,0.963633379786485
"135",27,1,2016-04-15,0.999422411075492
"136",27,3,2016-08-26,0.968970491903448
"137",27,4,2016-10-28,0.987221176221934
"138",27,6,2017-04-28,0.989076673400567
"139",27,8,2017-10-31,0.989163860152954
"140",27,9,2018-04-13,0.988598072765985
"141",27,11,2018-08-23,0.98820930621831
"142",27,12,2018-10-31,1.01139191522139
"143",28,3,2016-08-18,0.964335800293785
"144",28,5,2017-04-19,1.02189831216878
"145",28,7,2017-08-24,0.920391031683471
"146",28,8,2017-10-26,1.00143436091603
"147",28,9,2018-03-22,0.997488503492731
"148",28,10,2018-04-24,0.961949640033763
"149",28,11,2018-08-24,1.02633693085059
"150",29,1,2016-03-30,0.948496344424154
"151",29,2,2016-04-29,0.893117197878756
"152",31,3,2016-08-31,0.983778673041395
"153",31,4,2016-10-31,0.975233895186727
"154",31,6,2017-04-28,1.02702526724123
"155",31,10,2018-04-27,0.988396504096349
"156",31,11,2018-08-29,0.99454268204343
"157",31,12,2018-10-31,1.04262230997476
"158",32,1,2016-04-20,1.03197436559894
"159",32,2,2016-04-28,0.949795752101281
"160",32,3,2016-08-26,0.930566833661386
"161",32,4,2016-10-26,0.975569184932941
"162",32,9,2018-04-19,1.011277
"163",32,10,2018-04-26,1.018762
"164",32,19,2018-04-26,1.01044246785511
"165",34,2,2016-04-29,0.987999635876064
"166",34,3,2016-08-30,0.987225041050673
"167",34,4,2016-10-28,0.923032897462268
"168",34,7,2017-08-18,1.09802758079902
"169",34,11,2018-08-30,1.01625966224135
"170",34,12,2018-10-29,0.983714054912224
"171",35,1,2016-03-25,1.10779240478511
"172",35,4,2016-10-31,0.95162749011089
"173",35,5,2017-04-17,0.959558081226081
"174",35,6,2017-04-28,0.94564361967758
"175",35,11,2018-08-29,1.02353414351968
"176",35,12,2018-10-23,1.00597678378942
"177",36,1,2016-04-27,0.976965583075054
"178",36,3,2016-08-31,1.01698677186104
"179",36,4,2016-10-31,1.00985632604014
"180",36,5,2017-04-28,1.03576945059773
"181",36,7,2017-08-31,1.04368837426671
"182",36,8,2017-10-31,0.987590055999453
"183",36,9,2018-04-27,0.952465159028114
"184",36,11,2018-08-31,1.01374564247784
"185",36,12,2018-10-31,1.08275793438572
"186",37,2,2016-04-27,1.07504019703079
"187",37,5,2017-03-28,0.959905168486688
"188",37,6,2017-04-25,0.902481979029323
"189",37,7,2017-08-08,1.00515441833444
"190",37,8,2017-10-24,0.949095266220276
"191",37,9,2018-03-22,0.983538678722899
"192",37,12,2018-10-26,0.991667840969531
"193",38,3,2016-08-26,0.941859679828726
"194",38,4,2016-10-31,1.06113482436349
"195",38,12,2018-10-31,0.985302740719696
"196",39,1,2016-03-29,0.957589757481477
"197",39,2,2016-04-29,0.992516638922331
"198",39,3,2016-08-31,0.976486719910051
"199",39,4,2016-10-28,0.983093721493997
"200",39,5,2017-03-28,1.02779555170841
"201",39,6,2017-04-28,0.969482958626164
"202",39,7,2017-08-29,0.965964297956192
"203",39,9,2018-03-28,0.958571123365513
"204",39,11,2018-08-29,0.972722967194232
"205",39,12,2018-10-30,1.03861703465635
"206",42,1,2016-03-29,0.953018248709417
"207",42,2,2016-04-29,0.97253465447661
"208",42,3,2016-08-30,1.00050097234575
"209",42,7,2017-08-29,0.986719909142936
"210",42,8,2017-10-27,1.0181814886311
"211",42,9,2018-04-20,1.008695
"212",42,10,2018-04-27,1.013743
"213",42,12,2018-10-30,0.969218033970234
"214",42,19,2018-04-27,1.00180899451514
"215",43,1,2016-03-02,1.10841926263835
"216",43,4,2016-10-28,1.19927667129154
"217",43,5,2017-03-09,1.00084808245697
"218",43,6,2017-04-27,0.959074807694685
"219",43,8,2017-10-30,0.98238766167761
"220",43,9,2018-03-15,1.00996759147872
"221",43,11,2018-08-23,0.969165464565438
"222",43,12,2018-10-31,1.0628120793785
"223",45,1,2016-03-31,1.01308338254024
"224",45,2,2016-04-29,0.975912348719977
"225",45,5,2017-03-31,0.95936671367165
"226",45,9,2018-03-29,1.06912243186774
"227",45,10,2018-04-27,0.987014086919818
"228",45,11,2018-08-29,0.990800155778151
"229",45,12,2018-10-30,1.01582415878787
"230",46,1,2016-03-31,0.967501784072003
"231",46,2,2016-04-28,0.990990785327092
"232",46,4,2016-10-31,0.986381828256905
"233",46,5,2017-04-25,0.954243379354335
"234",46,7,2017-08-31,0.986281935011568
"235",46,8,2017-10-31,0.954545441912374
"236",46,11,2018-08-31,0.97904265217368
"237",46,12,2018-10-31,0.995801699080191
"238",48,1,2016-04-26,0.983182970884319
"239",48,3,2016-08-30,0.968535126518232
"240",48,4,2016-10-31,0.99809826651541
"241",48,5,2017-04-27,0.901508997647362
"242",48,7,2017-08-30,1.01003740579081
"243",48,8,2017-10-31,1.00041951913831
"244",48,12,2018-10-31,1.00516752093573
"245",49,1,2016-03-15,1.0766177662904
"246",49,2,2016-04-28,0.975597538028104
"247",49,3,2016-08-16,0.995788242498046
"248",49,4,2016-10-27,1.01100952325046
"249",49,5,2017-03-13,1.13755608524945
"250",49,6,2017-04-20,1.0538102869153
"251",49,7,2017-08-15,1.05415314231735
"252",49,8,2017-10-31,1.04590854549476
"253",49,9,2018-03-27,0.966937287515294
"254",49,10,2018-04-20,0.967215880091253
"255",49,11,2018-08-03,0.976987275755002
"256",49,12,2018-10-30,1.06080422566013
"257",50,1,2016-02-19,1.01585271500518
"258",50,3,2016-08-25,0.95853868682197
"259",50,6,2017-04-25,0.987995980555548
"260",50,7,2017-08-24,1.01521522609549
"261",50,8,2017-10-31,1.00198785613224
"262",50,9,2018-03-01,1.061404578955
"263",50,10,2018-04-20,0.965076229344651
"264",50,11,2018-08-23,0.875017828692387
"265",50,12,2018-10-26,1.03194399423478
"266",58,1,2016-03-30,0.980982513762346
"267",58,2,2016-04-22,0.912715894603634
"268",58,3,2016-08-24,0.980650436699222
"269",58,4,2016-10-31,0.960539072173748
"270",58,5,2017-04-18,0.974359903261012
"271",58,7,2017-08-29,0.965164846015155
"272",58,8,2017-10-31,0.99884035754002
"273",58,9,2018-04-24,1.04965455167644
"274",58,11,2018-08-31,0.982625088935028
"275",58,12,2018-10-30,1.03569244487376
"276",59,1,2016-03-24,1.01926678043491
"277",59,2,2016-04-15,0.965044345720967
"278",59,4,2016-10-21,0.983515341774826
"279",59,5,2017-04-18,0.862664085774368
"280",59,7,2017-08-16,0.945814892398798
"281",59,8,2017-10-26,1.03996146620159
"282",59,9,2018-04-10,0.989945062004525
"283",59,10,2018-04-20,0.867693473144013
"284",59,11,2018-07-31,1.02135454925762
"285",59,12,2018-10-23,0.953967501895608
"286",60,1,2016-03-31,0.947458072850479
"287",60,2,2016-04-28,0.947559542447401
"288",60,4,2016-10-28,1.02734922562007
"289",60,7,2017-08-28,0.981375093173667
"290",60,9,2018-04-03,1.04034790102222
"291",60,11,2018-08-29,0.999530049808824
"292",60,12,2018-10-30,1.01884212427724
"293",62,1,2016-03-18,1.0552846775866
"294",62,2,2016-04-19,1.00115886591904
"295",62,4,2016-10-21,0.975452260850395
"296",62,5,2017-03-09,0.989575281227146
"297",62,6,2017-04-20,0.89451327226026
"298",62,7,2017-08-18,1.04659216759498
"299",62,8,2017-10-23,0.97262404181023
"300",62,9,2018-03-23,0.931094344380101
"301",62,10,2018-04-20,1.0352495537453
"302",62,11,2018-08-22,0.952492221536335
"303",62,12,2018-10-26,0.974507637632387
"304",63,1,2016-04-07,1.05677044982708
"305",63,2,2016-04-29,1.02153600119243
"306",63,3,2016-08-26,0.98262070404
"307",63,4,2016-10-28,1.03158215930471
"308",63,5,2017-03-24,1.06484347405782
"309",63,6,2017-04-18,0.971180898393571
"310",63,7,2017-08-25,0.988314775193157
"311",63,8,2017-10-27,1.05990130445686
"312",63,9,2018-03-16,0.979498720631263
"313",63,11,2018-08-31,1.08898839293833
"314",63,12,2018-10-26,1.05904005938092
"315",65,1,2016-03-31,1.03153802537151
"316",65,2,2016-04-28,1.03141792418374
"317",65,3,2016-08-31,0.997931705465363
"318",65,4,2016-10-28,1.00078815849705
"319",65,7,2017-08-31,0.96832572411268
"320",65,8,2017-10-17,1.03514026212477
"321",65,9,2018-03-28,1.11172744041161
"322",65,10,2018-04-23,0.887936314497835
"323",65,11,2018-07-31,1.07050645223831
"324",65,12,2018-10-31,0.992270827662567
"325",68,1,2016-03-17,1.01164837951218
"326",68,2,2016-04-21,0.855491150779298
"327",68,3,2016-08-12,0.996282997325608
"328",68,4,2016-10-31,0.960421605505794
"329",68,5,2017-03-22,1.0148886398103
"330",68,6,2017-04-20,0.945349095553952
"331",68,7,2017-08-29,0.962257324316089
"332",68,8,2017-10-31,0.946588173221299
"333",68,9,2018-04-10,0.965824
"334",68,10,2018-04-17,0.968425
"335",68,11,2018-08-28,1.0004441125491
"336",68,12,2018-10-30,1.12827179516321
"337",68,19,2018-04-17,1.00633264310579
"338",69,2,2016-04-29,0.992535956516438
"339",69,6,2017-04-26,1.03891206580091
"340",69,9,2018-04-20,0.998636
"341",69,10,2018-04-27,0.992308
"342",69,11,2018-08-22,0.988333579047755
"343",69,12,2018-10-26,1.07023897223197
"344",69,19,2018-04-27,0.979035672058442
"345",70,1,2016-04-21,0.96448012515888
"346",70,2,2016-04-29,1.05165279465072
"347",70,3,2016-08-23,1.02075262253854
"348",70,4,2016-10-27,0.918330392088058
"349",70,5,2017-04-11,1.0411606989345
"350",70,6,2017-04-25,0.988938398672366
"351",70,7,2017-08-15,1.0152558982824
"352",70,8,2017-10-31,0.932602970208472
"353",70,9,2018-04-11,1.00590602073378
"354",70,11,2018-08-15,1.0366374133045
"355",70,12,2018-10-30,1.00550802793875
"356",78,1,2016-04-21,0.99255047743668
"357",78,2,2016-04-29,1.01407720110256
"358",78,3,2016-08-23,1.13463983668067
"359",78,4,2016-10-31,0.968705041806068
"360",78,5,2017-04-25,0.983531449251279
"361",78,7,2017-08-29,0.972277768796778
"362",78,11,2018-08-28,0.998356381558331
"363",78,12,2018-10-30,0.961309842152887
"364",89,1,2016-03-25,0.999327624437503
"365",89,2,2016-04-28,1.0283499465244
"366",89,4,2016-10-31,0.985548863845952
"367",89,5,2017-03-31,1.00570058291443
"368",89,7,2017-08-30,0.999049254689852
"369",89,8,2017-10-27,1.02120303650892
"370",89,11,2018-08-10,1.01499519046767
"371",90,1,2016-03-31,1.00990450051453
"372",90,2,2016-04-26,0.908975662066318
"373",90,3,2016-08-23,0.969060975391567
"374",90,4,2016-10-25,1.00888836768159
"375",90,5,2017-03-31,0.996177463294551
"376",90,6,2017-04-25,0.94899378091789
"377",90,7,2017-08-22,1.01321616018366
"378",90,8,2017-10-24,1.01466636618834
"379",90,9,2018-04-03,0.997820721925556
"380",90,10,2018-04-24,0.970605175593075
"381",90,11,2018-08-21,0.998689156496072
"382",90,12,2018-10-30,0.98156781202188
"383",96,1,2016-04-12,0.997696400709483
"384",96,3,2016-08-30,1.12000001676261
"385",96,4,2016-10-28,0.976630164219722
"386",96,5,2017-04-11,1.05254695218922
"387",96,6,2017-04-27,0.935343265774318
"388",96,7,2017-08-15,0.993662785454154
"389",96,9,2018-03-27,0.96648074275141
"390",96,10,2018-04-24,0.920550281470031
"391",96,11,2018-08-21,0.99320862086475
"392",96,12,2018-10-30,0.933128159937028
"393",99,1,2016-03-22,1.05832041264192
"394",99,2,2016-04-19,0.97976920517826
"395",99,3,2016-08-23,1.01884058399084
"396",99,4,2016-10-25,0.998254143486475
"397",99,5,2017-03-21,0.976265493999574
"398",99,6,2017-04-25,0.949867338848528
"399",99,9,2018-03-27,1.03279638374589
"400",99,10,2018-04-27,0.954950244262009
"401",99,11,2018-08-28,0.995151127429636
"402",99,12,2018-10-30,1.0176299110062
"403",150,2,2016-04-20,0.95908585167147
"404",150,3,2016-08-31,1.0401759386719
"405",150,4,2016-10-31,1.04475890647666
"406",150,5,2017-04-14,0.980330308327628
"407",150,6,2017-04-27,0.978120028591773
"408",150,7,2017-08-25,0.994904365869722
"409",150,8,2017-10-30,0.966557416975175
"410",150,9,2018-04-26,0.974840858298049
"411",150,11,2018-08-31,0.985605376401543
"412",150,12,2018-10-31,1.05232275391751
"413",151,1,2016-03-30,0.96826098439
"414",151,2,2016-04-22,0.922825585139598
"415",151,5,2017-03-31,1.19041939982483
"416",151,6,2017-04-27,0.917752861347001
"417",151,7,2017-08-30,0.984049260426619
"418",151,8,2017-10-26,0.991219021799931
"419",151,9,2018-03-30,0.92681731909781
"420",151,10,2018-04-26,0.972696565764011
"421",151,11,2018-08-30,1.07557458308751
"422",151,12,2018-10-24,1.1021493471852
"423",155,11,2018-08-08,0.989109887933477
"424",155,12,2018-10-31,1.05713503241937
"425",157,1,2016-03-31,0.996553210514748
"426",157,3,2016-08-31,0.977312572626055
"427",157,5,2017-03-31,1.00163824445837
"428",157,6,2017-04-27,0.997034077623072
"429",157,7,2017-08-31,0.977782243176268
"430",157,8,2017-10-31,1.00215901949755
"431",157,9,2018-03-30,1.01496849738218
"432",157,11,2018-08-31,0.972417638080257
"433",157,12,2018-10-31,1.00937231946594
"434",159,4,2016-10-28,0.968667020107556
"435",159,5,2017-04-17,0.952800340861974
"436",159,6,2017-04-25,0.893316934954851
"437",159,7,2017-08-22,1.01557613343361
"438",159,8,2017-10-30,0.964175406034837
"439",159,9,2018-03-29,0.987596569227633
"440",159,10,2018-04-26,0.961170734280241
"441",159,11,2018-08-28,0.963878154257887
"442",159,12,2018-10-30,1.05253272881549
"443",166,1,2016-04-27,0.982380229322829
"444",166,4,2016-10-28,1.00568283834264
"445",166,5,2017-03-30,1.00519987096439
"446",166,6,2017-04-28,0.991743743589294
"447",301,1,2016-04-12,1.01805875605466
"448",301,2,2016-04-29,1.0200000078347
"449",301,3,2016-08-24,1.00000137812574
"450",301,9,2018-03-13,1.02219821719115
"451",301,10,2018-04-27,0.946475817580449
"452",301,11,2018-08-10,0.978153163790398
"453",301,12,2018-10-31,0.996355148349619
"454",333,3,2016-08-31,0.991676202610404
"455",333,4,2016-10-31,1.01900486701522
"456",333,5,2017-03-31,0.968050191424222
"457",333,7,2017-08-31,0.984841428846103
"458",333,8,2017-10-31,1.07075330635369
"459",333,11,2018-08-31,0.999820107219554
"460",333,12,2018-10-31,0.88694820700052
"461",338,1,2016-03-31,0.983567836197385
"462",338,3,2016-08-31,1.00000042503597
"463",338,4,2016-10-28,1.03585526560264
"464",338,5,2017-03-30,0.988908855795523
"465",338,6,2017-04-28,0.98159389101861
"466",338,7,2017-08-31,1.03487602636518
"467",338,8,2017-10-31,1.11333336457677
"468",338,9,2018-03-29,1.03580773661575
"469",338,11,2018-08-29,0.998388768451568
"470",338,12,2018-10-31,0.953935344830112
"471",400,1,2016-03-31,1.0079372794702
"472",400,2,2016-04-28,1.07660495898349
"473",400,3,2016-08-25,0.962216135647367
"474",400,4,2016-10-28,1.00683689460187
"475",400,6,2017-04-28,0.993571242062774
"476",400,7,2017-08-25,0.993901505954177
"477",400,8,2017-10-26,0.985103153842676
"478",400,10,2018-04-26,0.911210801458514
"479",400,11,2018-08-24,0.986110872465155
"480",400,12,2018-10-26,0.978031861547169
"481",401,4,2016-10-25,1.06468603243269
"482",401,5,2017-03-23,0.995136431353626
"483",401,6,2017-04-21,0.859236824731881
"484",401,7,2017-08-18,0.967535282509938
"485",401,8,2017-10-25,0.976557508247412
"486",401,9,2018-03-23,0.926692672834938
"487",401,11,2018-08-10,1.0142423119619
"488",401,12,2018-10-18,1.01965889490272
"489",402,3,2016-08-18,1.20414207040496
"490",402,4,2016-10-28,0.992024317034182
"491",402,5,2017-03-28,1.00909019296786
"492",402,6,2017-04-28,0.923120709603184
"493",402,7,2017-08-18,1.03397119948081
"494",402,8,2017-10-25,1.03176077509098
"495",402,9,2018-03-27,1.0020365664712
"496",402,11,2018-08-30,0.976256759356153
"497",402,12,2018-10-31,1.05331539110101
"498",403,1,2016-04-21,0.992199855333
"499",403,2,2016-04-29,1.04321175
"500",403,3,2016-08-31,1.03717105302416
"501",403,4,2016-10-28,0.975702832529693
"502",403,5,2017-04-26,0.970106133747562
"503",403,9,2018-04-26,0.972306565596906
"504",403,11,2018-08-31,0.989249877093341
"505",403,12,2018-10-31,1.05671908712189
"506",404,3,2016-07-28,1.06659088713083
"507",404,4,2016-10-21,0.968752746011345
"508",404,5,2017-03-31,0.962550248980205
"509",404,6,2017-04-18,0.938954176527902
"510",404,7,2017-08-10,0.991837567769803
"511",404,8,2017-10-18,0.895069645597834
"512",404,10,2018-04-18,0.976277230428724
"513",404,11,2018-08-03,0.964999370558641
"514",404,12,2018-10-18,0.939879999457871
"515",411,12,2018-10-31,1.00969705660986
"516",413,2,2016-04-29,1.01998939086973
"517",413,3,2016-08-30,0.989249039698868
"518",413,4,2016-10-31,0.911672575922006
"519",413,5,2017-03-28,1.11298378150208
"520",413,7,2017-08-11,0.972794343982373
"521",413,8,2017-10-31,0.970891585345743
"522",413,9,2018-04-18,1.00120488219825
"523",413,10,2018-04-26,1.01250753912206
"524",413,11,2018-08-31,0.972067140888221
"525",413,12,2018-10-31,1.08539376021231
"526",413,19,2018-04-20,1.031895591184
"527",416,1,2016-03-15,1.00939976341584
"528",416,3,2016-08-31,1.034963821196
"529",416,5,2017-03-22,1.02092444452987
"530",416,7,2017-08-10,0.946162252430483
"531",416,8,2017-10-31,0.982984644725161
"532",416,9,2018-03-21,1.08665713161842
"533",416,11,2018-08-31,0.920599688075001
"534",416,12,2018-10-30,1.28811797203865
"535",417,1,2016-04-21,0.942266359229921
"536",417,2,2016-04-29,1.01387095930666
"537",417,3,2016-08-12,1.03919761546339
"538",417,4,2016-10-25,1.01376306729111
"539",417,5,2017-03-30,0.991180023896133
"540",417,6,2017-04-20,1.00113274089994
"541",417,7,2017-08-16,0.99668787070593
"542",417,8,2017-10-27,1.02500078756155
"543",417,10,2018-04-27,0.968271438674257
"544",417,11,2018-08-16,0.983844601941701
"545",418,1,2016-03-10,1.09258893788732
"546",418,2,2016-04-22,1.14725354913462
"547",418,3,2016-08-10,1.02389227885788
"548",418,4,2016-10-25,1.02356857038645
"549",418,5,2017-03-09,1.00465773917983
"550",418,8,2017-10-25,1.09532507893447
"551",418,9,2018-03-13,1.0993279829102
"552",418,10,2018-04-25,1.05918756494692
"553",418,11,2018-08-08,0.86821871653735
"554",418,12,2018-10-31,0.948047575513543
"555",419,1,2016-04-15,1.02096332378695
"556",419,2,2016-04-26,0.987778942702756
"557",419,3,2016-08-19,1.02722464424266
"558",419,4,2016-10-28,0.972921979663101
"559",421,1,2016-03-18,1.02204450663653
"560",421,2,2016-04-28,1.04489407207098
"561",421,3,2016-08-03,1.0007607029092
"562",421,4,2016-10-28,0.953123559891897
"563",421,5,2017-03-23,0.968645269839247
"564",421,6,2017-04-27,0.946782531399226
"565",421,7,2017-08-10,1.01422496453665
"566",421,8,2017-10-27,1.01167947640678
"567",421,9,2018-03-22,1.02206084405703
"568",421,10,2018-04-26,0.986447710527364
"569",421,11,2018-08-10,1.03268892524948
"570",421,12,2018-10-26,0.992978664122816
"571",423,1,2016-03-10,0.997570750234136
"572",423,2,2016-04-20,0.950308067903598
"573",423,4,2016-10-31,0.961404796330832
"574",423,5,2017-03-10,1.02766011916843
"575",423,7,2017-08-15,1.0066056151938
"576",423,8,2017-10-31,0.931916924908041
"577",423,9,2018-03-16,1.00771676696077
"578",423,11,2018-08-16,0.954895912023209
"579",423,12,2018-10-30,0.948761147073689
"580",425,1,2016-03-31,0.970121445740796
"581",425,2,2016-04-26,0.926739272775854
"582",425,3,2016-08-12,1.01184714973358
"583",425,4,2016-10-31,0.96927715197364
"584",425,7,2017-08-31,0.980305616260384
"585",425,8,2017-10-31,1.01621687424219
"586",425,11,2018-08-31,0.955518374119523
"587",425,12,2018-10-31,0.98855218660245
"588",428,1,2016-04-08,1.03722704827413
"589",428,3,2016-08-31,0.972565294714695
"590",428,4,2016-10-31,0.997127243758253
"591",428,5,2017-04-27,0.974322361404053
"592",428,7,2017-08-30,0.962714867458515
"593",428,9,2018-04-20,1.018357
"594",428,10,2018-04-27,1.014286
"595",428,11,2018-08-29,0.966131602609366
"596",428,19,2018-04-27,0.971339424489219
"597",429,1,2016-03-29,1.05082692889477
"598",429,2,2016-04-26,1.02099028180679
"599",429,3,2016-08-23,1.02814820926005
"600",429,4,2016-10-28,0.967566878350156
"601",429,5,2017-03-29,1.00940836021215
"602",429,7,2017-08-29,0.977025128348141
"603",429,8,2017-10-31,0.990687583880035
"604",429,9,2018-03-28,1.03268746784801
"605",429,10,2018-04-27,1.00016784684623
"606",429,11,2018-08-28,1.01950587268782
"607",429,12,2018-10-31,0.911658874172985
"608",430,1,2016-03-02,1.03383333743817
"609",430,2,2016-04-22,0.943572100368802
"610",430,3,2016-08-23,0.976073222737487
"611",430,4,2016-10-28,0.981298819496009
"612",430,7,2017-08-22,1.06467524793537
"613",430,9,2018-04-03,1.00047556021075
"614",430,10,2018-04-17,0.946286873498734
"615",430,11,2018-07-24,0.999320742941232
"616",430,12,2018-10-31,1.01852551537691
"617",488,1,2016-03-31,1.04733307128731
"618",488,2,2016-04-28,1.00855799746551
"619",488,3,2016-08-25,0.966377628334164
"620",488,4,2016-10-26,0.971763218350943
"621",488,6,2017-04-28,0.957420563071585
"622",488,7,2017-08-16,0.954446160882277
"623",488,8,2017-10-26,1.02287932153498
"624",488,9,2018-03-28,0.99340412573973
"625",488,10,2018-04-27,0.916313535773389
"626",488,11,2018-08-28,0.94548450715704
"627",488,12,2018-10-26,0.999500903392667
"628",498,1,2016-03-30,1.00702039044785
"629",498,3,2016-08-25,0.959677708865117
"630",498,4,2016-10-26,1.01379039918597
"631",498,5,2017-03-28,0.967741676031436
"632",498,6,2017-04-27,0.945942655216335
"633",498,7,2017-08-25,1.00359895693583
"634",498,8,2017-10-27,1.01029617722668
"635",498,9,2018-04-18,1.006791
"636",498,10,2018-04-25,0.994881
